start_sec;end_sec;mark;text;duration
0,13196;6,45379;Heloísa eu gostaria de saber... éh... como a senhora entrou para esco::la e com que ida::de por exemplo?;heloísa eu gostaria de saber eh como a senhora entrou para escola e com que idade por exemplo;6,321829999999999
13,95796;14,33348;uhum;aham;0,37551999999999985
22,62037;23,48087;uhum;aham;0,8604999999999983
34,95246;35,79504;uhum;aham;0,8425799999999981
64,21551;65,04821;uhum;aham;0,8327000000000027
67,59164;68,11315;certo;certo;0,5215100000000064
68,39822;79,6345;agora... depois desse curso... a senhora continuou a estudar:: certo? e tem/ e teve uma formação universitária gostaria de... que a senhora falasse... os CURsos que a senhora fez até então;agora depois desse curso a senhora continuou a estudar certo e tem e teve uma formação universitária gostaria de que a senhora falasse os cursos que a senhora fez até então;11,236280000000008
87,97465;88,67862;uhum;aham;0,7039699999999982
119,35797;119,84535;uhum;aham;0,4873800000000017
172,70698;173,45462;(sim);sim;0,7476400000000183
189,53594;190,29037;uhum;aham;0,7544299999999851
203,31828;203,73069;uhum;aham;0,4124100000000226
204,01631;210,40519;eu gostaria que a senhora indicasse a:: --por que a senhora tem alguns livros publicados né?-- eu gostaria que a senhora dissesse alguma coisa;eu gostaria que a senhora indicasse a por que a senhora tem alguns livros publicados né eu gostaria que a senhora dissesse alguma coisa;6,38888
219,50978;220,15867;uhum;aham;0,6488899999999944
335,27094;335,83423;uhum;aham;0,563289999999995
353,78978;354,44212;uhum;aham;0,652339999999981
457,24969;457,74779;certo;certo;0,4981000000000222
458,12387;467,63465;a senhora que passou grande parte... éh se dedicando ao Mackenzie... eu gostaria de saber COmo foi a época... de éh a senhora como aluna;a senhora que passou grande parte eh se dedicando ao mackenzie eu gostaria de saber como foi a época de eh a senhora como aluna;9,510780000000011
467,94088;474,48937;a época... o ensino... na sua época e o ensino atual no Mackenzie houve GRANdes modificações?;a época o ensino na sua época e o ensino atual no mackenzie houve grandes modificações;6,548490000000015
503,25017;503,71812;uhum;aham;0,46794999999997344
511,34549;511,80388;uhum;aham;0,4583900000000085
528,81371;529,39731;(an);an;0,5835999999999331
542,27894;543,00604;uhum;aham;0,7270999999999503
577,95277;578,25402;uhum;aham;0,3012499999999818
628,78237;629,32917;uhum;aham;0,546799999999962
684,72231;685,3639;uhum;aham;0,641589999999951
840,11342;840,54059;certo;certo;0,42716999999993277
840,90414;842,95047;e como eram os professores naquela época?;e como eram os professores naquela época;2,0463300000000118
842,95047;844,38;exigentes demais ou não?;exigentes demais ou não;1,4295299999999997
853,03771;853,41345;uhum;aham;0,37574000000006436
857,74137;858,2303;ah certo;ah certo;0,4889300000000958
858,62069;863,21282;e os ti/ a senhora disse dos trabalhos... agora existia alguma outro tipo de avaliação?;e os ti a senhora disse dos trabalhos agora existia alguma outro tipo de avaliação;4,592129999999997
865,17063;865,90204;para nota?;para nota;0,7314100000000963
872,76679;874,1486;(eram os trabalhos?);eram os trabalhos;1,3818099999999731
888,46439;888,99329;uhum;aham;0,5289000000000215
895,40894;895,86515;certo;certo;0,45620999999994183
902,46945;902,99148;uhum;aham;0,5220299999999725
903,54432;907,11335;e como é que foi o encerramento do curso no Mackenzie?;e como é que foi o encerramento do curso no mackenzie;3,569029999999998
907,21397;908,12433;a turma;a turma;0,9103599999999687
910,80744;911,87215;do curso mesmo;do curso mesmo;1,064709999999991
911,87215;915,14162;quando vocês TERminaram... o curso como é que foi?;quando vocês terminaram o curso como é que foi;3,2694699999999557
915,64204;917,34515;houve alguma fe::sta?;houve alguma festa;1,7031100000000379
967,1434;967,60487;uhum;aham;0,46146999999996297
979,58768;980,08729;certo;certo;0,49961000000007516
980,69628;991,43302;agora eu gostaria de saber o seguinte... naquela época uma vez que o a turma... encerrou o curso tal... muitos alunos foram pras faculdades?;agora eu gostaria de saber o seguinte naquela época uma vez que o a turma encerrou o curso tal muitos alunos foram pras faculdades;10,736740000000054
991,43302;992,02125;dessa turma?;dessa turma;0,5882299999999532
992,02125;994,0122;a senhora disse que saíram grandes nomes né?;a senhora disse que saíram grandes nomes né;1,990949999999998
994,2726;995,6039;quais faculdades?;quais faculdades;1,331299999999942
1006,32969;1006,91896;uhum;aham;0,5892699999999422
1021,88324;1022,48092;(uhum);aham;0,5976799999999685
1025,54248;1027,23854;(tinha) arquitetura e?;tinha arquitetura e;1,6960599999999886
1027,58496;1028,16548;(ah é?);ah é;0,5805199999999786
1049,65326;1050,25677;an;an;0,6035099999999147
1120,25223;1120,81992;uhum;aham;0,5676899999998568
1128,66988;1132,02479;e vocês recebiam alguma orientação religiosa?;e vocês recebiam alguma orientação religiosa;3,354910000000018
1162,49227;1162,87281;uhum;aham;0,38054000000011
1177,03229;1177,55456;(uhum);aham;0,522269999999935
1205,49436;1206,0127;uhum;aham;0,5183400000000802
1222,80342;1223,35744;uhum;aham;0,5540200000000368
1240,38981;1243,07564;agora... existe um ritual da Igreja Católica?;agora existe um ritual da igreja católica;2,6858300000001236
1243,07564;1245,8401;a senhora disse que é católica né? existe algum ritual?;a senhora disse que é católica né existe algum ritual;2,764459999999872
1247,14875;1249,74195;como é... a:: a religião católica?;como é a a religião católica;2,5932000000000244
1249,93982;1251,15832;em termos gerais;em termos gerais;1,218499999999949
1392,43394;1394,26095;certo... a senhora disse que acredita em Deus;certo a senhora disse que acredita em deus;1,8270100000002003
1394,54269;1400,00844;mas ahn::... qual seria o representante de DEUS na Terra... segundo a religiã-o... católica?;mas ah qual seria o representante de deus na terra segundo a religião católica;5,465750000000071
1494,53754;1495,00398;certo;certo;0,4664399999999205
1495,23852;1497,82075;agora a senhora conhece outras religiões?;agora a senhora conhece outras religiões;2,5822299999999814
1497,82075;1500,1456;já ouviu já leu alguma coisa?;já ouviu já leu alguma coisa;2,3248499999999694
1546,76946;1547,18458;uhum;aham;0,4151200000001154
1567,76714;1569,41292;é parecida em que termos?;é parecida em que termos;1,6457800000000589
1573,88318;1574,36335;uhum;aham;0,48017000000004373
1611,26702;1611,75238;certo;certo;0,48535999999990054
1612,14169;1614,89715;a senhora consideraria o umbanda religião?;a senhora consideraria o umbanda religião;2,7554600000000846
