start_sec;end_sec;mark;text;duration
0,07721;0,6275;(...) certo?;certo;0,55029
0,75155;8,90155;então os testes que (medirem) que medem a capaciDAde são testes que dão mais (restrito) prognó::stico do indivíduo;então os testes que medirem que medem a capacidade são testes que dão mais restrito prognóstico do indivíduo;8,15
9,32044;16,38539;então por exemplo... éh:: em seleção de pessoal:: são adotados testes... que medem a capacidade do indivíduo;então por exemplo eh em seleção de pessoal são adotados testes que medem a capacidade do indivíduo;7,064950000000001
16,98447;21,73009;então eu quero ver em que medida esse sujei::to consegue trabalhar:: em determina::da seção;então eu quero ver em que medida esse sujeito consegue trabalhar em determinada seção;4,745619999999999
23,30089;25,0472;então eu dou um teste de capacidade;então eu dou um teste de capacidade;1,7463100000000011
25,0472;34,07217;verifico que ele:: não vai se sair muito bem porQUE... as:: tarefas do TESte são semelhantes às tarefas... da situação de trabalho;verifico que ele não vai se sair muito bem porque as tarefas do teste são semelhantes às tarefas da situação de trabalho;9,02497
34,42548;35,94177;então eu fico mais (tranquila);então eu fico mais tranquila;1,516289999999998
35,94177;38,26271;então eu estou percebendo a ca-pa-cidade dele;então eu estou percebendo a capacidade dele;2,3209400000000002
39,30777;42,48477;agora eu posso... (querer medir) a realização dele;agora eu posso querer medir a realização dele;3,1769999999999996
42,48477;43,2572;no momento;no momento;0,77243
43,2572;45,67166;então por exemplo aquele TESte que vocês fizeram;então por exemplo aquele teste que vocês fizeram;2,4144600000000054
46,01153;47,27057;com aquela (outra) professora;com aquela outra professora;1,2590399999999988
47,27057;48,00663;(vocês) se lembram?;vocês se lembram;0,7360600000000019
48,33877;49,10347;o teste (tal);o teste tal;0,7647000000000048
49,56692;53,19981;então ela mediu a realização do momen::to... certo?;então ela mediu a realização do momento certo;3,632889999999996
53,19981;64,57515;ao MESmo tempo em que ela mediu a realização do momento é cla::ro... que eu posso extrapoLAR (para) uma situação (futura)... e:: chegar à conclusão de que certos indivíduos vão realizá::-lo em cima daquilo;ao mesmo tempo em que ela mediu a realização do momento é claro que eu posso extrapolar para uma situação futura e chegar à conclusão de que certos indivíduos vão realizálo em cima daquilo;11,375339999999994
64,57515;70,36509;MAS... AS situações que ela trouxe no tes::te são situações reais;mas as situações que ela trouxe no teste são situações reais;5,789940000000001
71,0568;71,9167;no momento;no momento;0,8599000000000103
71,9167;74,52922;ela mediu no momento... certo?;ela mediu no momento certo;2,6125199999999893
74,89998;81,28695;então o indivíduo aí no momento realizou até:: aquele tipo de tarefas... certo?;então o indivíduo aí no momento realizou até aquele tipo de tarefas certo;6,386970000000005
81,28695;88,60831;então veja bem... hã:: os testes têm como objetivo... verificar a situação real:: (desse) indivíduo;então veja bem ah os testes têm como objetivo verificar a situação real desse indivíduo;7,3213599999999985
88,86744;92,31669;eu quero saber REalmente do que que esse indivíduo é capaz::;eu quero saber realmente do que que esse indivíduo é capaz;3,449249999999992
92,74152;99,42825;então o tes::te já pressuPÕE... que ele tem uma medida objetiva... né?;então o teste já pressupõe que ele tem uma medida objetiva né;6,686730000000011
99,42825;106,67634;então::... éh:: quem aqui utiliza tes::te já parte do princípio de que ele PO::de ter essa medida REAL::;então eh quem aqui utiliza teste já parte do princípio de que ele pode ter essa medida real;7,248089999999991
107,76545;110,67426;é claro que isso é extremamente discutido;é claro que isso é extremamente discutido;2,9088100000000026
111,80972;123,43249;então EM Psicologia há modelos::... que:: NÃ::O aceitam os testes de modo algum porque::... é diFÍcil você realmente ter... a:: medida REal do indivíduo;então em psicologia há modelos que não aceitam os testes de modo algum porque é difícil você realmente ter a medida real do indivíduo;11,622770000000003
123,43249;126,87254;a capaciDAde ou realização... reAL do indivíduo;a capacidade ou realização real do indivíduo;3,4400499999999994
127,7222;128,2467;por quê?;por quê;0,5245000000000033
128,2467;132,94679;o indivíduo no momento pode estar:: com algum problema... né?;o indivíduo no momento pode estar com algum problema né;4,700089999999989
133,40001;157,14098;pode estar doen::te pode estar impressiona::do... pode não se sentir BEM:: com o material do tes::te... pode não conhecer:: certas questões por um motivo qualquer:: ele simplesmente nunca viu aqui::lo... certo? ou o teste pode estar... éh:: falso ah::... dirigido mais para certos tipos de conhecimento de que ele não tem::... né?;pode estar doente pode estar impressionado pode não se sentir bem com o material do teste pode não conhecer certas questões por um motivo qualquer ele simplesmente nunca viu aquilo certo ou o teste pode estar eh falso ah dirigido mais para certos tipos de conhecimento de que ele não tem né;23,740970000000004
158,44625;175,92706;e:: então a a:: o próprio limite do instruMEN::to... que é o tes::te... e:: o limite das condições do indivíduo que são diFÍceis de se controLAR... éh::... não possibilitam que a gente acredite assim CEM por cento nos testes... percebem?;e então a a o próprio limite do instrumento que é o teste e o limite das condições do indivíduo que são difíceis de se controlar eh não possibilitam que a gente acredite assim cem por cento nos testes percebem;17,48081000000002
176,75569;178,57536;não DÁ para a gente acreditar cem por cento;não dá para a gente acreditar cem por cento;1,8196700000000021
178,73746;188,48129;a gente tem uma medida... recebe lá uma medida certo?... MAS:: com muita cautela que a gente pode::... éh:: utilizar aquela medida certo?;a gente tem uma medida recebe lá uma medida certo mas com muita cautela que a gente pode eh utilizar aquela medida certo;9,743830000000003
