start_sec;end_sec;mark;duration
0,0;0,00482;...;0,00482
3,89612;25,19421;...;21,298090000000002
25,19421;25,91568;[está está;0,7214699999999965
25,91568;26,25351;...;0,3378300000000003
26,25351;27,92529;[eu já eu já deixo no [automá::tico;1,6717800000000018
27,92529;29,44861;...;1,5233199999999982
29,44861;29,74003;[não;0,29142000000000223
29,74003;554,48222;...;524,7421899999999
556,25503;556,94351;...;0,6884799999999132
558,32706;914,93409;...;356,60703
914,93409;916,44954;((risos)) [sugestões;1,515449999999987
916,44954;916,67842;...;0,22888000000000375
918,94386;925,50985;...;6,565990000000056
925,50985;926,30163;[ao contrário;0,791780000000017
926,30163;948,43206;...;22,130429999999933
948,43206;949,35216;[ah:: vale a pena;0,9201000000000477
949,35216;1319,02493;...;369,67277
1319,02493;1320,78164;[( );1,7567099999998845
1320,78164;1488,74182;...;167,96018000000004
1488,74182;1489,46;[((risos));0,7181800000000749
1489,46;1841,16352;...;351,70352
1841,16352;1841,93013;((risos));0,7666099999999005
1841,93013;1900,13149;...;58,20136000000002
1900,13149;1901,1072;[((risos));0,9757099999999355
1901,1072;2202,60899;...;301,50179000000026
2202,60899;2203,34301;está [está;0,7340199999998731
2203,34301;2203,98485;...;0,6418399999997746
2203,98485;2208,75471;[nunca falhou [((risos));4,769860000000335
2208,75471;2210,47224;...;1,717529999999897
2210,47224;2210,94018;[é;0,4679399999999987
2210,94018;2212,22036;...;1,2801799999997456
2212,22036;2213,67618;[é o negócio do acreditar né?;1,4558200000001307
2215,43096;2830,39266;...;614,9616999999998
2830,39266;2832,34139;[que azar [né? ((risos));1,9487300000000687
2832,34139;2860,89463;...;28,553239999999732
2860,89463;2862,53034;[quando quando foi isso aí?;1,6357100000000173
2864,0322;2865,2511;...;1,2188999999998487
2865,2511;2865,52751;[é;0,27640999999994165
2865,52751;2866,72992;...;1,2024100000003273
2866,72992;2867,29197;[hum;0,5620499999999993
2867,29197;2868,89466;...;1,6026899999997113
2868,89466;2870,36075;é bom saber né? ((risos));1,4660899999998946
2870,36075;2872,03273;[estamos em perigo;1,671980000000076
2872,03273;2975,64997;...;103,61724000000004
2975,64997;2977,76366;está está ótimo ((risos));2,1136900000001333
2977,76366;2977,88177;...;0,1181099999998878
2980,4404;2982,03516;...;1,594759999999951
2982,23134;2985,92181;...;3,690470000000005
2985,92181;2986,85364;está muito [interessante;0,9318299999999908
2986,85364;2987,70847;...;0,85483000000022
2992,55605;2998,93268;...;6,37662999999975
2998,93268;2999,64146;[i::sso;0,7087799999999334
2999,64146;3271,51574;...;271,87428
3271,51574;3272,57258;[você acha que não?;1,056840000000193
3272,57258;3277,52171;...;4,949129999999968
3277,52171;3278,88232;o esquema [ocidenTAL?;1,3606100000001788
3278,88232;3279,52999;...;0,6476699999998345
3281,72595;3847,03924;...;565,31329
3847,03924;3847,81159;((risos));0,772349999999733
3847,81159;3851,38754;...;3,5759500000003754
3851,38754;3851,90439;((risos));0,5168499999999767
3851,90439;3856,26007;...;4,355679999999666
3857,78566;3859,16251;...;1,376850000000104
3859,16251;3859,87847;((risos));0,7159599999999955
3859,87847;3864,69058;...;4,812109999999848
3864,69058;3865,04759;[é::;0,357010000000173
3865,04759;3928,93129;...;63,88369999999986
3928,93129;3929,32529;[((risos));0,39400000000023283
3929,32529;4384,17513;...;454,8498399999994
4384,17513;4384,73255;[((risos));0,5574200000000928
4384,73255;4543,7011;...;158,9685500000005
4543,7011;4545,0437;no [penhas::co né?;1,3425999999999476
4545,0437;4545,84926;...;0,8055599999997867
4548,09438;4549,4666;...;1,3722200000001976
4551,59983;4559,65096;...;8,05112999999983
4559,65096;4560,52654;[muito mais;0,8755799999998999
4560,52654;4566,12021;...;5,593670000000202
4566,12021;4567,66341;[que deve ser complicado;1,5432000000000698
4567,66341;4767,02607;...;199,36265999999978
4767,02607;4768,28739;agora já [deu o tempo;1,2613200000005236
4768,28739;4768,96846;...;0,6810699999996359
4769,42101;4770,01098;...;0,5899699999999939
4770,01098;4770,69257;[((risos));0,681590000000142
4770,69257;4770,88;...;0,18742999999994936
0,0;0,00482;...;0,00482
3,89612;25,19421;...;21,298090000000002
25,19421;25,91568;[está está;0,7214699999999965
25,91568;26,25351;...;0,3378300000000003
26,25351;27,92529;[eu já eu já deixo no [automá::tico;1,6717800000000018
27,92529;29,44861;...;1,5233199999999982
29,44861;29,74003;[não;0,29142000000000223
29,74003;554,48222;...;524,7421899999999
556,25456;556,94351;...;0,6889499999999771
558,32706;914,93409;...;356,60703
914,93409;915,52171;((risos));0,5876200000000154
915,52171;916,44954;[sugestões;0,9278299999999717
916,44954;916,67842;...;0,22888000000000375
918,94386;925,50985;...;6,565990000000056
925,50985;926,30163;[ao contrário;0,791780000000017
926,30163;948,43206;...;22,130429999999933
948,43206;948,66529;[ah::;0,23323000000004868
949,35216;1319,02493;...;369,67277
1319,02493;1320,78164;[( );1,7567099999998845
1320,78164;1488,74182;...;167,96018000000004
1488,74182;1489,46;[((risos));0,7181800000000749
1489,46;1841,16352;...;351,70352
1841,16352;1841,93013;((risos));0,7666099999999005
1841,93013;1900,13149;...;58,20136000000002
1900,13149;1901,1072;[((risos));0,9757099999999355
1901,1072;2202,60899;...;301,50179000000026
2202,60899;2203,34301;está [está;0,7340199999998731
2203,34301;2203,98485;...;0,6418399999997746
2203,98485;2204,77349;[nunca falhou;0,7886400000002141
2204,77349;2208,75471;[((risos));3,981220000000121
2208,75471;2210,47224;...;1,717529999999897
2210,47224;2210,94018;[é;0,4679399999999987
2210,94018;2212,22036;...;1,2801799999997456
2212,22036;2212,38373;[é;0,16337000000021362
