start_sec;end_sec;mark;text;duration
0,35756;5,10365;bem nós gostaríamos de começar esta nossa conversa falando sobre transportes e viagens;bem nós gostaríamos de começar esta nossa conversa falando sobre transportes e viagens;4,74609
59,33871;59,61849;uhum;aham;0,27978000000000236
105,66336;113,63296;eu gostaria de saber como o:: qual é o o meio de transporte que o senhor se utiliza... o professor Rui o professor Celso para... viajar;eu gostaria de saber como o qual é o o meio de transporte que o senhor se utiliza o professor rui o professor celso para viajar;7,9696
114,05838;118,91525;coloca... coloca a família no carro... e vai viajar;coloca coloca a família no carro e vai viajar;4,856870000000001
119,02916;121,07722;o senhor usa um outro meio de transporte?;o senhor usa um outro meio de transporte;2,0480599999999924
409,16256;410,10593;raridade né?;raridade né;0,9433700000000158
410,6319;412,72782;agora outros meios de transporte;agora outros meios de transporte;2,095920000000035
412,93909;415,22945;vocês se utilizam de alguns meios de transportes;vocês se utilizam de alguns meios de transportes;2,290359999999964
415,22945;420,21351;agora existem OUtros... que vocês conhecem né?... por ma::r;agora existem outros que vocês conhecem né por mar;4,9840599999999995
556,28419;560,40133;agora e:: e as conduções... aqui em São Paulo... por exemplo?;agora e e as conduções aqui em são paulo por exemplo;4,117140000000063
705,21941;705,57696;ah::;ah;0,3575499999999465
962,89488;973,21497;agora hã mudando um pouquinho de assunto... além das atividades profissionais... no no no fim de semana vocês hã vão ao assim algum lugar para se distrair?;agora ah mudando um pouquinho de assunto além das atividades profissionais no no no fim de semana vocês ah vão ao assim algum lugar para se distrair;10,32009000000005
1166,78379;1167,25928;hum;uh;0,47549000000003616
1198,67003;1199,9982;e cinema teatro?;e cinema teatro;1,32817
1201,24476;1202,33598;há possibilidade?;há possibilidade;1,0912200000000212
1369,62679;1370,10736;uhum;aham;0,4805699999999433
1424,81526;1433,46669;agora... quanto à televisão... o senhor... professor Rui professor Celso... tenha... hã preferência por algum programa de televisão?;agora quanto à televisão o senhor professor rui professor celso tenha ah preferência por algum programa de televisão;8,651429999999891
1433,83137;1435,56544;algum TIpo de programação?;algum tipo de programação;1,7340699999999742
1506,72848;1507,38011;ótimo;ótimo;0,6516300000000683
2208,78759;2209,01203;claro;claro;0,22443999999995867
2209,58251;2216,5687;então o senhor falou d/ do:: da importância do rádio né?... então se nós fizéssemos uma comparação... rádio e televisão?;então o senhor falou d do da importância do rádio né então se nós fizéssemos uma comparação rádio e televisão;6,986189999999624
2665,38497;2668,25221;e o telefone o senhor já teve algum problema numa chamada?;e o telefone o senhor já teve algum problema numa chamada;2,867240000000038
2771,25635;2776,99359;agora o senhor se utiliza... hã:: não tem telefone em casa o senhor se utiliza de um telefone assim da rua não?;agora o senhor se utiliza ah não tem telefone em casa o senhor se utiliza de um telefone assim da rua não;5,737239999999929
2881,27544;2883,92453;e a importância do telégrafo... nesse caso?;e a importância do telégrafo nesse caso;2,6490899999998874
3301,12209;3303,50301;agora aqui no colégio existe algum jornal?;agora aqui no colégio existe algum jornal;2,38092000000006
3304,24;3305,44788;jornal dos estudantes?;jornal dos estudantes;1,2078800000003866
3306,25381;3307,08212;existe professor?;existe professor;0,828309999999874
3779,00583;3781,53626;e a parte digamos recreativa do jornal?;e a parte digamos recreativa do jornal;2,5304299999997966
4467,0697;4473,86746;a localização da escola no centro da cidade né?... os alunos:: hã:: moram aqui perto... ou não?;a localização da escola no centro da cidade né os alunos ah moram aqui perto ou não;6,79776000000038
4845,54987;4845,92165;uhum;aham;0,371780000000399
4966,731;4967,73423;alguma pergunta Iran?;alguma pergunta iran;1,0032300000002579
4968,89687;4970,01217;acho que já deu o tempo né?;acho que já deu o tempo né;1,1153000000003885
0,35756;2,92;bem nós gostaríamos de começar esta nossa conversa;bem nós gostaríamos de começar esta nossa conversa;2,56244
2,92;5,10365;falando sobre transportes e viagens;falando sobre transportes e viagens;2,18365
59,33871;59,61849;uhum;aham;0,27978000000000236
105,66336;106,86138;eu gostaria de saber como;eu gostaria de saber como;1,1980199999999996
106,86138;107,29816;o::;o;0,43677999999999884
107,29816;110,16548;qual é o o meio de transporte que o senhor se utiliza;qual é o o meio de transporte que o senhor se utiliza;2,8673200000000065
110,81598;112,65644;o professor Rui o professor Celso;o professor rui o professor celso;1,8404600000000073
112,65644;113,12;para;para;0,4635600000000011
113,12;113,63296;viajar;viajar;0,5129599999999925
114,05838;114,46849;coloca;coloca;0,4101100000000031
115,71707;116,56915;coloca a família;coloca a família;0,8520799999999866
116,56915;117,2862;no carro;no carro;0,7170500000000004
117,9919;118,91525;e vai viajar;e vai viajar;0,9233499999999992
119,02916;121,07722;o senhor usa um outro meio de transporte?;o senhor usa um outro meio de transporte;2,0480599999999924
409,16256;409,85043;raridade;raridade;0,6878700000000322
409,85043;410,10593;né?;né;0,25549999999998363
410,6319;411,0004;agora;agora;0,36850000000004
411,0004;412,72782;outros meios de transporte;outros meios de transporte;1,727419999999995
412,93909;415,22945;vocês se utilizam de alguns meios de transportes;vocês se utilizam de alguns meios de transportes;2,290359999999964
415,22945;415,58813;agora;agora;0,35867999999999256
415,58813;416,96902;existem OUtros;existem outros;1,3808900000000222
417,38666;418,34969;que vocês conhecem;que vocês conhecem;0,9630300000000034
418,34969;418,56752;né?;né;0,2178299999999922
419,09326;419,42245;por;por;0,3291900000000396
419,42245;420,21351;ma::r;mar;0,791059999999959
556,28419;556,70973;agora;agora;0,4255400000000691
556,70973;557,1028;e::;e;0,39306999999996606
557,1028;558,31641;e as conduções;e as conduções;1,213610000000017
558,44415;559,53984;aqui em São Paulo;aqui em são paulo;1,0956899999999905
559,63811;560,40133;por exemplo?;por exemplo;0,7632200000000466
705,21941;705,57696;ah::;ah;0,3575499999999465
962,89488;963,17001;agora;agora;0,2751300000001038
963,17001;964,91646;hã mudando um pouquinho de assunto;ah mudando um pouquinho de assunto;1,7464499999999816
965,18893;967,40694;além das atividades profissionais;além das atividades profissionais;2,2180099999999356
967,68833;969,56475;no no no fim de semana;no no no fim de semana;1,8764200000000528
969,56475;970,33025;vocês;vocês;0,7654999999999745
970,33025;971,07495;hã vão;ah vão;0,7446999999999662
971,07495;971,37545;ao;ao;0,3005000000000564
971,37545;973,21497;assim algum lugar para se distrair?;assim algum lugar para se distrair;1,8395199999999932
1166,78379;1167,25928;hum;uh;0,47549000000003616
1198,67003;1199,33327;e cinema;e cinema;0,6632400000000871
1199,33327;1199,9982;teatro?;teatro;0,664929999999913
1201,24476;1202,33598;há possibilidade?;há possibilidade;1,0912200000000212
1369,62679;1370,10736;uhum;aham;0,4805699999999433
1424,81526;1425,21027;agora;agora;0,39500999999995656
1425,52854;1426,50324;quanto à televisão;quanto à televisão;0,9746999999999844
1426,76184;1427,46343;o senhor;o senhor;0,7015900000001238
1427,96736;1429,41283;professor Rui professor Celso;professor rui professor celso;1,4454699999998866
1429,9698;1430,38313;tenha;tenha;0,41332999999985987
1430,69477;1433,46669;hã preferência por algum programa de televisão?;ah preferência por algum programa de televisão;2,771919999999909
1433,83137;1435,56544;algum TIpo de programação?;algum tipo de programação;1,7340699999999742
1506,72848;1507,38011;ótimo;ótimo;0,6516300000000683
2208,78759;2209,01203;claro;claro;0,22443999999995867
2209,58251;2211,38392;então o senhor falou d/ do::;então o senhor falou d do;1,8014100000000326
2211,38392;2212,51409;da importância do rádio;da importância do rádio;1,1301699999999073
2212,51409;2212,77323;né?;né;0,2591399999996611
2213,34371;2215,31534;então se nós fizéssemos uma comparação;então se nós fizéssemos uma comparação;1,9716300000000047
2215,52166;2216,5687;rádio e televisão?;rádio e televisão;1,0470399999999245
2665,38497;2666,03519;e o telefone;e o telefone;0,6502199999999903
2666,03519;2668,25221;o senhor já teve algum problema numa chamada?;o senhor já teve algum problema numa chamada;2,2170200000000477
2771,25635;2772,57294;agora o senhor se utiliza;agora o senhor se utiliza;1,3165899999999056
2772,8842;2773,12712;hã::;ah;0,24292000000014013
2773,12712;2774,35898;não tem telefone em casa;não tem telefone em casa;1,2318599999998696
2774,35898;2776,74171;o senhor se utiliza de um telefone assim da rua;o senhor se utiliza de um telefone assim da rua;2,3827299999998104
2776,74171;2776,99359;não?;não;0,2518800000002557
2881,27544;2882,77257;e a importância do telégrafo;e a importância do telégrafo;1,4971300000001975
2883,28383;2883,92453;nesse caso?;nesse caso;0,6406999999999243
3301,12209;3301,4793;agora;agora;0,3572100000001228
3301,4793;3303,50301;aqui no colégio existe algum jornal?;aqui no colégio existe algum jornal;2,0237099999999373
3304,24;3305,44788;jornal dos estudantes?;jornal dos estudantes;1,2078800000003866
3306,25381;3307,08212;existe professor?;existe professor;0,828309999999874
3779,00583;3781,53626;e a parte digamos recreativa do jornal?;e a parte digamos recreativa do jornal;2,5304299999997966
4467,0697;4468,63369;a localização da escola;a localização da escola;1,5639899999996487
4468,63369;4469,69933;no centro da cidade;no centro da cidade;1,0656400000007125
4469,69933;4470,14895;né?;né;0,44961999999941327
4470,36862;4471,1646;os alunos::;os alunos;0,7959799999998722
4471,1646;4471,47157;hã::;ah;0,30696999999963737
4471,47157;4472,96653;moram aqui perto;moram aqui perto;1,4949599999999919
4473,40376;4473,86746;ou não?;ou não;0,46370000000024447
4845,54987;4845,92165;uhum;aham;0,371780000000399
4966,731;4967,73423;alguma pergunta Iran?;alguma pergunta iran;1,0032300000002579
4968,89687;4969,81001;acho que já deu o tempo;acho que já deu o tempo;0,9131400000005669
4969,81001;4970,01217;né?;né;0,2021599999998216
181,31597;193,56682;com respeito::... a:: ao transporte::... aéreo vamos dizer propriamente dito... nós gostaríamos que o senhor nos descrevesse... o:: o atendimento o funcionamento vamos dizer do;com respeito a ao transporte aéreo vamos dizer propriamente dito nós gostaríamos que o senhor nos descrevesse o o atendimento o funcionamento vamos dizer do;12,250850000000014
248,06291;250,60279;professor Rui... já viajou de avião?;professor rui já viajou de avião;2,539880000000011
730,51864;732,98578;senhor falou a pouco sobre::... trem;senhor falou a pouco sobre trem;2,467139999999972
735,30439;735,57371;é;é;0,26931999999999334
862,47163;868,70332;éh:: o:: senhor teria alguma:: ou teriam (queriam me dizer) algumas particularidades ainda referente a transporte?;eh o senhor teria alguma ou teriam queriam me dizer algumas particularidades ainda referente a transporte;6,231689999999958
869,16607;870,91139;talvez não mencionados aqui na;talvez não mencionados aqui na;1,7453199999999924
1602,16696;1609,91691;retomando um pouquinho ao::... ao cinema o senhor poderia falar um pouco sobre os tipos de filme a predileção por eles?;retomando um pouquinho ao ao cinema o senhor poderia falar um pouco sobre os tipos de filme a predileção por eles;7,749949999999899
1761,21199;1776,11776;bom... voltando a::... à televisão... éh:: eu acho que o professor... Celso::... gostaria de falar ainda:: vamos dizer alguma coisa algum:: ou lado CRÍtico vamos dizer assim da televisão?;bom voltando a à televisão eh eu acho que o professor celso gostaria de falar ainda vamos dizer alguma coisa algum ou lado crítico vamos dizer assim da televisão;14,905770000000075
2382,06825;2392,01048;muito bem eu acho que nós... já tivemos ótimas... apresentações sobre parte de::... de:: rádio::... televisão;muito bem eu acho que nós já tivemos ótimas apresentações sobre parte de de rádio televisão;9,942230000000109
2392,43168;2397,39357;nós queríamos... modificar um pouquinho agora a área... falando um pouco sobre comunicação e difusão;nós queríamos modificar um pouquinho agora a área falando um pouco sobre comunicação e difusão;4,961890000000039
2398,82938;2401,76445;então nós gostaríamos que o professor Celso (falasse) sobre o problema de correio;então nós gostaríamos que o professor celso falasse sobre o problema de correio;2,935069999999996
2423,30793;2423,70972;(não?);não;0,40178999999989173
2800,0165;2807,59105;com respeito:: ao telefone me diga gostaria que o senhor colocasse o:: significado vamos dizer do telefone::... para as comunicações;com respeito ao telefone me diga gostaria que o senhor colocasse o significado vamos dizer do telefone para as comunicações;7,574549999999817
2807,59105;2811,59827;em tese o senhor já colocou... mas eu gostaria que o senhor éh:: amiudasse um pouco;em tese o senhor já colocou mas eu gostaria que o senhor eh amiudasse um pouco;4,007219999999961
2957,07987;2965,42585;então... então agora nós::... vamos mexer aqui num assunto... que parece ser um pouco mais amplo;então então agora nós vamos mexer aqui num assunto que parece ser um pouco mais amplo;8,345980000000054
2965,42585;2966,59002;o problema da imprensa;o problema da imprensa;1,1641700000000128
2968,64;2974,6159;professor... Rui... quer falar sobre a imprensa ou dá primazia aqui ao professor Celso?;professor rui quer falar sobre a imprensa ou dá primazia aqui ao professor celso;5,9758999999999105
3469,23307;3476,97225;professor Celso... o senhor... lê jornal certamente... como o senhor começa... a leitura de um jornal?;professor celso o senhor lê jornal certamente como o senhor começa a leitura de um jornal;7,739179999999578
3547,97722;3553,96275;além do jornal... qual outro veículo da imprensa escrita... que o senhor prefere?;além do jornal qual outro veículo da imprensa escrita que o senhor prefere;5,985529999999926
3696,61381;3698,09449;professor Rui... por favor;professor rui por favor;1,4806800000001203
4038,55518;4043,64643;outras revistas o senhor citaria assim... (do do:: da imprensa vamos dizer assim);outras revistas o senhor citaria assim do do da imprensa vamos dizer assim;5,091249999999945
4097,52394;4098,89606;o comércio (vamos dizer assim);o comércio vamos dizer assim;1,3721199999999953
4099,04428;4101,39272;um assunto assim meio aBERto vamos dizer assim;um assunto assim meio aberto vamos dizer assim;2,348439999999755
4106,44637;4107,67193;(exato) (comércio);exato comércio;1,225560000000769
4531,9154;4544,53374;professor Celso professor Rui poderiam nos... mencionar vamos dizer na escala de::... --não sei se seria certo valores--... os problemas::... de uma cidade::... uma cidade comum;professor celso professor rui poderiam nos mencionar vamos dizer na escala de não sei se seria certo valores os problemas de uma cidade uma cidade comum;12,61833999999999
181,31597;182,41426;com respeito::;com respeito;1,09829000000002
182,9922;184,65124;a:: ao transporte::;a ao transporte;1,6590400000000045
184,80093;185,17341;aéreo;aéreo;0,3724799999999959
185,17341;185,53033;vamos dizer;vamos dizer;0,35692000000000235
185,53033;186,57561;propriamente dito;propriamente dito;1,0452800000000195
