start_sec;end_sec;mark;duration
0,0;0,01865;...;0,01865
0,01865;14,06279;bom... o::... vocês poderiam no caso falar então de iNÍcio para nós né?... se o CLIma de São Paulo... que é um clima assim um pouco ((risos))... confuso... afeta por exemplo a vida de um dos dois;14,04414
14,06279;14,19491;...;0,13212000000000046
20,23563;90,74991;...;70,51428
90,74991;91,43349;[((risos));0,6835800000000063
91,43349;236,2698;...;144,83631
236,2698;241,26388;vocês [costumam antes de sair de casa ouvir... assim:: alguém que SAIba;4,994079999999997
241,26388;259,01494;...;17,751060000000024
259,01494;259,90864;[((risos));0,8936999999999671
259,90864;276,25255;...;16,343909999999994
276,25255;277,52065;[((risos));1,268100000000004
277,52065;301,07125;...;23,55060000000003
301,07125;301,5939;[((risos));0,5226499999999987
301,5939;372,39612;...;70,80221999999998
372,39612;373,45197;[((risos));1,0558500000000208
373,45197;397,18313;...;23,73115999999999
397,18313;397,64024;[(nunca);0,4571100000000001
397,64024;398,7564;...;1,1161599999999794
399,01999;406,26658;...;7,246589999999969
406,26658;406,77263;[hum;0,5060500000000161
406,77263;587,66767;...;180,89504000000005
587,66767;589,33088;[((risos));1,6632099999999355
589,33088;607,74406;...;18,41318000000001
607,74406;608,55665;((risos));0,8125900000000001
608,55665;617,34794;...;8,791290000000004
623,04673;636,1353;...;13,088570000000004
636,1353;636,8986;[(isso) demora muito?;0,7632999999999583
636,8986;642,36257;...;5,4639700000000175
642,74942;682,11818;...;39,368760000000066
682,11818;683,61177;[((risos));1,4935899999999265
683,61177;686,144;...;2,532230000000027
686,144;686,97009;[((risos));0,826090000000022
686,97009;1218,56261;...;531,5925199999999
1218,56261;1219,22451;( );0,6619000000000597
1219,22451;1228,97832;...;9,75380999999993
1228,97832;1229,65396;[(o ensino);0,6756400000001577
1229,65396;1229,9619;...;0,30793999999991684
1230,24686;1557,93514;...;327,6882800000001
1557,93514;1559,24349;[((risos));1,3083500000000186
1559,24349;1674,96386;...;115,72037
1676,30657;1677,1629;...;0,8563300000000709
1677,1629;1678,41489;[( )... ((risos));1,251989999999978
1678,41489;1680,5802;...;2,1653100000000904
1680,5802;1683,03549;[((risos)) é [verdade;2,455289999999877
1683,03549;1776,40106;...;93,36556999999993
1776,40106;1777,47015;[((risos));1,0690900000001875
1777,47015;1785,81726;...;8,34710999999993
1786,2249;1933,8974;...;147,67250000000013
1936,4283;1956,77003;...;20,34172999999987
1956,77003;1958,12607;[((risos));1,356040000000121
1958,12607;1978,69865;...;20,572580000000016
