start_sec;end_sec;mark;text;duration
0,07518;4,49154;Carlos Alberto... você estava dizendo para gente sobre umas representações teatrais;carlos alberto você estava dizendo para gente sobre umas representações teatrais;4,41636
4,74103;10,68271;daria para você contar alguma coisa assim sobre essas representações que você fez... que tipo de PE::ças e tal?;daria para você contar alguma coisa assim sobre essas representações que você fez que tipo de peças e tal;5,94168
218,67436;220,21312;escute me conte uma coisa;escute me conte uma coisa;1,5387599999999964
220,21312;231,75892;essas peças que você representou você e o seu grupo... elas foram apresentadas assim em outras faculda::des:: em outros teatros em teatro você já falou né que já foram... foram representada... mas eu quero saber;essas peças que você representou você e o seu grupo elas foram apresentadas assim em outras faculdades em outros teatros em teatro você já falou né que já foram foram representada mas eu quero saber;11,545799999999986
272,67808;276,29907;escuta e como é que suas peças foram aceitas pelo público?;escuta e como é que suas peças foram aceitas pelo público;3,6209899999999493
276,92896;285,66675;vocês tiveram um PÚblico::... uhn:: grande que assistisse essas peças e::... (uhn) como é que elas foram aceitas:: por ele?;vocês tiveram um público uh grande que assistisse essas peças e uh como é que elas foram aceitas por ele;8,737789999999961
370,24263;370,66255;certo;certo;0,4199199999999905
372,08;380,95491;e como é que surgiu essa ideia de vocês... fazerem teatro e:: de quem vocês tiveram mais apoio... para poder realizar essas peças?;e como é que surgiu essa ideia de vocês fazerem teatro e de quem vocês tiveram mais apoio para poder realizar essas peças;8,87491
460,5326;467,94;qual o melhor tipo de público aqui para se representar uma peça teatral?... o tipo de público assim que nais aCEIta e por quê?;qual o melhor tipo de público aqui para se representar uma peça teatral o tipo de público assim que nais aceita e por quê;7,4073999999999955
538,23855;544,54169;vocês:: que:: o gru/ o grupo o seu grupo né? que representou... essas essas peças teaTRAis;vocês que o gru o grupo o seu grupo né que representou essas essas peças teatrais;6,303139999999985
545,77462;554,49702;quais u/ ah:: eram todos do seu do seu curso mesmo ou outros estudantes de outros cursos participaram dessas peças teatrais?;quais u ah eram todos do seu do seu curso mesmo ou outros estudantes de outros cursos participaram dessas peças teatrais;8,722399999999993
591,99272;597,13075;e:: você gosta mais de represenTAR ou de assistir... teatro?;e você gosta mais de representar ou de assistir teatro;5,138030000000072
678,94684;686,81328;e::... com o pessoal do grupo... vô/ vocês se davam bem entre você::s ou:: houve algum problema?;e com o pessoal do grupo vô vocês se davam bem entre vocês ou houve algum problema;7,866440000000011
718,62974;718,94258;uhn uhn;uh uh;0,3128400000000511
738,23197;742,41274;conta uma coisa... na sua opinião... o que é uma boa peça de teatro?;conta uma coisa na sua opinião o que é uma boa peça de teatro;4,180769999999939
757,40552;760,46884;e o que que precisa uma PEça para ela REalmente atingir o público?;e o que que precisa uma peça para ela realmente atingir o público;3,063319999999976
813,93998;820,15163;e:: você acha que o teatro atualmente é bem aceito?... para que tipo de público caso ele seja?;e você acha que o teatro atualmente é bem aceito para que tipo de público caso ele seja;6,211649999999963
857,47345;861,13878;você acha que isso se deve à (mentalidade) do povo... ou à cultura?;você acha que isso se deve à mentalidade do povo ou à cultura;3,66533000000004
893,62562;893,97387;uhum;aham;0,3482500000000073
1010,81688;1016,2093;no seu entender o que é imprescindível para uma:: peça de teatro obter sucesso?;no seu entender o que é imprescindível para uma peça de teatro obter sucesso;5,3924200000000155
1035,89997;1041,44384;não mas você acha que o papel do aTOR é mais importante o cenário o que que você acha que é::?;não mas você acha que o papel do ator é mais importante o cenário o que que você acha que é;5,54386999999997
1129,7738;1138,95998;que você acha que é importante... para uma boa representação teatral... com exceÇÃO da participação do artista ou melhor da BOA participação do artista?;que você acha que é importante para uma boa representação teatral com exceção da participação do artista ou melhor da boa participação do artista;9,18618000000015
1140,92663;1151,68876;quero saber o seguinte o que que você acha que é importan-te... para o para realização de uma peça... teatral né? lógico... com exceção da participação do artista?;quero saber o seguinte o que que você acha que é importante para o para realização de uma peça teatral né lógico com exceção da participação do artista;10,76213000000007
1151,86527;1162,80174;existe algum recurso... para se chamar a atenção do PÚblico... ah::... a não ser a participação do artista ou a BOA apresentação do artista?... algum recurso?;existe algum recurso para se chamar a atenção do público ah a não ser a participação do artista ou a boa apresentação do artista algum recurso;10,9364700000001
1166,4628;1172,37339;tudo (o) recurso... mesmo assim de:: no que diz respeito a esTI::lo e:: por aí afora;tudo o recurso mesmo assim de no que diz respeito a estilo e por aí afora;5,9105899999999565
1212,88909;1217,21763;certo mas assim na parte de apresentação... com exceÇÃO da participação dos artistas;certo mas assim na parte de apresentação com exceção da participação dos artistas;4,328540000000203
1245,48544;1245,98521;uhum;aham;0,49977000000012595
1248,7;1263,31528;Carlos Alberto voltando a:: falar nas peças que você:: da das peças que você participou... ONde elas foram representa::das assim:: em que tea::tros... em que loca::is::?... foi só em São Paulo ou::... vocês foram para o interior?;carlos alberto voltando a falar nas peças que você da das peças que você participou onde elas foram representadas assim em que teatros em que locais foi só em são paulo ou vocês foram para o interior;14,615279999999984
1324,73795;1335,70222;você acha que as éh:: a::s peças... que vocês (representaram) fora de São Paulo... me conta uma coisa elas foram melhor aceita pelo público pauLISta... ou pelo pelo público do interior:?;você acha que as eh as peças que vocês representaram fora de são paulo me conta uma coisa elas foram melhor aceita pelo público paulista ou pelo pelo público do interior;10,964269999999942
1348,0357;1348,54535;uhum;aham;0,5096500000001924
1403,06164;1403,50115;hum;uh;0,43951000000015483
1404,70546;1410,20514;e FOra de São Paulo eles representavam essas peças onde? em esCO::las em clu::be?;e fora de são paulo eles representavam essas peças onde em escolas em clube;5,499680000000126
1461,29732;1468,04895;esCUta e como é que vocês faziam para divulgar essas peças para que o público tomasse conhecimento e viesse assistir?;escuta e como é que vocês faziam para divulgar essas peças para que o público tomasse conhecimento e viesse assistir;6,751630000000205
1519,63036;1526,60188;conta uma coisa... que tipo de peça assim... quer dizer o esTIlo da peça... que você acha que é mais aceito pelo público?;conta uma coisa que tipo de peça assim quer dizer o estilo da peça que você acha que é mais aceito pelo público;6,971519999999828
1527,46101;1534,15523;quer dizer o::... o que o que precisa existir numa peça de teAtro... para ela:: atingir realmente a massa?;quer dizer o o que o que precisa existir numa peça de teatro para ela atingir realmente a massa;6,694220000000087
1569,55739;1570,01749;uhum;aham;0,4601000000000113
1610,73892;1611,09887;uhum;aham;0,3599500000000262
1705,38589;1705,78413;uhum;aham;0,39823999999998705
1748,87032;1760,54831;você já havia dito para gente... que::... o cenário às vezes não é muito importante... que muitas peças de teatro são muito bem aCEItas... sendo que elas não foram não têm cenário certo?;você já havia dito para gente que o cenário às vezes não é muito importante que muitas peças de teatro são muito bem aceitas sendo que elas não foram não têm cenário certo;11,677989999999909
