start_sec;end_sec;mark;duration
0,0;0,16941;...;0,16941
10,96463;12,93886;...;1,9742300000000004
17,95124;18,87128;...;0,9200400000000002
25,96116;26,42325;...;0,4620899999999999
27,9183;28,27928;...;0,3609800000000014
28,27928;29,77434;[((risos));1,4950599999999987
30,84132;32,3506;...;1,5092800000000004
43,36196;43,7582;...;0,3962399999999988
45,00408;46,33302;...;1,3289399999999958
55,61684;56,14394;...;0,5270999999999972
61,7668;62,36738;...;0,6005799999999937
66,88284;67,51888;...;0,6360399999999942
71,50652;72,13492;...;0,6283999999999992
74,91419;85,82664;...;10,912449999999993
100,41602;102,48178;...;2,0657599999999974
109,50941;111,74252;...;2,2331099999999964
113,34619;114,67941;...;1,3332199999999972
119,99995;121,94627;...;1,94632
134,72433;141,22868;...;6,504349999999988
145,87315;148,64954;...;2,776389999999992
157,91987;163,09693;...;5,177059999999983
172,25864;172,82088;...;0,5622399999999743
177,96763;179,66458;...;1,6969499999999869
189,60524;197,40978;...;7,804540000000003
201,25923;217,77968;...;16,52045000000001
225,84082;226,00055;...;0,15972999999999615
227,42851;227,87575;...;0,44724000000002206
228,80856;230,00416;...;1,195600000000013
246,09407;246,92146;...;0,8273900000000083
256,26866;256,95436;...;0,6856999999999971
261,88584;262,16;...;0,2741600000000517
264,73766;265,07309;...;0,3354299999999739
274,24634;274,86249;...;0,6161500000000046
285,49905;286,21104;...;0,7119900000000143
290,60068;291,05111;...;0,450429999999983
300,68881;302,51158;...;1,8227699999999913
324,61231;327,0238;...;2,411490000000015
328,55719;330,50747;...;1,9502800000000207
336,2074;337,57612;...;1,3687199999999962
349,00035;353,04602;...;4,045669999999973
363,41115;366,77833;...;3,367179999999962
381,16707;381,88904;...;0,7219699999999989
384,5765;386,15297;...;1,576469999999972
410,11795;411,01245;...;0,8944999999999936
421,76916;424,24212;...;2,4729600000000005
426,73959;428,77653;...;2,0369399999999587
438,51962;438,84609;...;0,3264700000000289
443,88853;445,05957;...;1,171040000000005
448,58215;449,06055;...;0,4783999999999651
455,15287;456,51441;...;1,3615399999999909
457,70576;459,64439;...;1,9386299999999892
474,30607;475,08438;...;0,7783100000000331
475,90368;476,44988;...;0,5461999999999989
494,74917;495,10143;...;0,35226000000000113
498,04615;499,17851;...;1,1323600000000056
502,93857;503,69518;...;0,7566099999999665
521,79352;522,15088;...;0,35736000000008517
523,82612;524,25754;...;0,4314200000000028
525,17578;527,28576;...;2,1099799999999505
535,0934;535,71084;...;0,6174399999999878
561,03998;561,50804;...;0,4680600000000368
566,39561;566,6133;...;0,21768999999994776
575,58828;576,5184;...;0,9301199999999881
586,8294;587,35185;...;0,5224500000000489
592,09756;594,64253;...;2,544969999999921
604,3754;604,65642;...;0,28102000000001226
639,22803;641,23357;...;2,0055399999999963
664,96625;666,0783;...;1,1120500000000675
673,29592;674,84;...;1,5440800000000081
680,76463;684,40761;...;3,642979999999966
685,06463;688,32177;...;3,2571400000000494
694,27109;697,94931;...;3,6782200000000103
710,4119;711,7419;...;1,330000000000041
720,64258;721,50542;...;0,8628400000000056
726,47304;728,55684;...;2,0837999999999965
729,47112;731,22246;...;1,7513399999999137
738,75943;739,47978;...;0,7203500000000531
740,53655;742,55613;...;2,019580000000019
746,80647;747,0954;...;0,2889300000000503
752,12149;752,68353;...;0,5620400000000245
766,86514;767,32;...;0,45486000000005333
769,40717;771,79382;...;2,3866500000000315
779,09242;780,16516;...;1,072740000000067
785,29467;786,70409;...;1,4094199999999546
801,03189;807,59865;...;6,566760000000045
813,50584;817,50376;...;3,997920000000022
820,52866;821,38754;...;0,8588799999999992
830,09658;830,95941;...;0,8628300000000309
837,00883;837,61325;...;0,6044200000000046
845,68;846,33161;...;0,6516100000000051
853,60736;854,25646;...;0,6490999999999758
863,15472;864,31874;...;1,1640200000000505
892,93286;894,22724;...;1,2943800000000465
895,57294;897,9444;...;2,3714599999999564
900,23886;903,51209;...;3,2732299999998986
929,51434;931,00687;...;1,4925300000001016
931,98053;934,15345;...;2,1729199999999764
935,71327;942,3531;...;6,6398300000000745
946,99605;947,49221;...;0,4961600000000317
956,68941;957,43283;...;0,7434200000000146
966,70543;968,1361;...;1,4306700000000774
978,13462;978,84119;...;0,7065699999999424
983,86658;984,71344;...;0,8468599999999924
988,77199;989,47412;...;0,702130000000011
994,3054;994,86402;...;0,558620000000019
1011,13231;1012,02253;...;0,8902199999999993
1019,95846;1021,06295;...;1,1044900000000553
1028,38389;1032,8;...;4,41610999999989
1042,50613;1044,11166;...;1,6055300000000443
1054,97802;1055,228;...;0,2499800000000505
1063,78195;1064,90184;...;1,1198899999999412
1076,81205;1077,60601;...;0,79395999999997
1092,14659;1092,42973;...;0,28314000000000306
1097,45388;1098,19616;...;0,742279999999937
1102,81769;1103,51259;...;0,6948999999999614
1124,17654;1125,82189;...;1,6453500000000076
1129,71694;1130,70361;...;0,9866700000000037
1131,99686;1132,15501;...;0,1581499999999778
1134,10661;1137,77786;...;3,6712499999998727
1138,29822;1138,54819;...;0,24997000000007574
1154,9743;1157,10676;...;2,13245999999981
1165,49022;1168,24022;...;2,75
1176,55227;1177,21547;...;0,6632000000001881
1182,37012;1183,82104;...;1,4509199999999964
1185,25384;1192,02939;...;6,775549999999839
1202,29501;1203,38165;...;1,0866399999999885
1204,99556;1205,25574;...;0,2601799999999912
1212,12;1212,46658;...;0,3465800000001309
1227,2731;1227,46186;...;0,18875999999977466
1228,12762;1229,08671;...;0,9590900000000602
1247,65277;1249,75972;...;2,106950000000097
1254,30983;1261,36335;...;7,053520000000162
1262,76883;1264,63783;...;1,8689999999999145
1272,30065;1273,2777;...;0,9770500000001903
1297,30603;1297,68613;...;0,38010000000008404
1301,58018;1301,74343;...;0,16325000000006185
1303,52454;1303,88373;...;0,359190000000126
1307,0098;1308,24521;...;1,2354100000000017
1327,97627;1328,54894;...;0,5726699999997891
1376,84618;1378,45587;...;1,6096900000000005
1379,08449;1380,97768;...;1,8931900000000041
1388,47183;1389,37964;...;0,9078100000001541
1426,10137;1426,61792;...;0,5165499999998246
1432,95511;1433,18415;...;0,22903999999994085
1436,03403;1436,55946;...;0,5254299999999148
1447,09787;1447,53401;...;0,43614000000002306
1454,15156;1454,97534;...;0,8237799999999424
1458,73051;1459,32259;...;0,5920799999998962
1473,66152;1474,70192;...;1,0403999999998632
1480,48;1480,67851;...;0,198509999999942
1483,32089;1484,09571;...;0,7748200000000907
1486,02419;1486,45058;...;0,4263899999998557
1489,93844;1491,16599;...;1,2275500000000648
1500,5839;1503,98822;...;3,4043199999998706
1505,69135;1506,80941;...;1,118060000000014
1512,75786;1514,41384;...;1,6559799999999996
1523,10983;1523,65805;...;0,5482199999999011
1536,16448;1536,70782;...;0,5433400000001711
1538,28937;1539,43941;...;1,15003999999999
1548,40115;1554,56763;...;6,166480000000092
1560,04;1560,72994;...;0,6899399999999787
1571,15627;1572,34051;...;1,1842400000000453
1581,05953;1582,1316;...;1,0720699999999397
1590,94738;1592,13948;...;1,1920999999999822
1595,10474;1595,90157;...;0,7968299999999999
1607,3503;1608,55638;...;1,206079999999929
1626,16004;1626,50603;...;0,3459900000000289
1635,84661;1637,71299;...;1,8663799999999355
1642,93566;1644,24023;...;1,3045700000000124
1647,56878;1648,31892;...;0,7501399999998739
1651,92468;1653,02473;...;1,1000500000000102
1662,85159;1663,66115;...;0,8095599999999195
1689,29327;1690,03759;...;0,7443200000000161
1690,86602;1691,26317;...;0,39715000000001055
1696,74569;1697,51076;...;0,7650699999999233
1712,2375;1712,42755;...;0,1900500000001557
1716,69644;1717,38511;...;0,6886700000000019
1725,60237;1726,22612;...;0,6237499999999727
1733,66801;1734,75911;...;1,0910999999998694
1740,27903;1745,30781;...;5,028780000000097
1754,00412;1755,48915;...;1,4850300000000516
1762,92278;1764,01632;...;1,093539999999848
1765,57082;1767,32269;...;1,7518700000000536
1771,25597;1771,57516;...;0,3191900000001624
1777,28954;1777,45035;...;0,16081000000008316
1810,31854;1825,35165;...;15,033110000000079
1836,46536;1839,5161;...;3,0507400000001326
1843,85482;1844,264;...;0,4091799999998784
1854,57498;1855,02043;...;0,44544999999993706
1856,56259;1857,43628;...;0,8736899999998968
1860,43979;1861,28605;...;0,8462600000000293
1862,45917;1863,09216;...;0,6329899999998361
1874,88752;1877,23628;...;2,348760000000084
1882,42157;1884,2742;...;1,8526300000000901
1885,65017;1886,31888;...;0,6687100000001465
1890,45775;1891,0637;...;0,6059499999998934
1894,76634;1895,74458;...;0,9782400000001417
1898,53806;1900,38131;...;1,8432499999998981
1916,54552;1917,76216;...;1,2166400000000976
1935,89473;1936,77456;...;0,8798300000000836
1954,29818;1954,97565;...;0,6774700000000848
1958,46567;1958,87989;...;0,41421999999988657
1961,73566;1962,15358;...;0,4179199999998673
2001,23293;2005,03935;...;3,8064200000001165
2007,74973;2013,05061;...;5,3008800000000065
2017,33588;2017,8589;...;0,5230199999998604
2029,20621;2034,74897;...;5,542760000000044
2035,17975;2036,33285;...;1,153099999999995
2044,50831;2046,13616;...;1,6278500000000804
2047,10248;2047,90044;...;0,7979599999998754
2051,52062;2060,97087;...;9,450250000000324
2064,80572;2066,13394;...;1,3282200000003286
2095,2695;2096,28135;...;1,0118500000003223
2102,25498;2102,82237;...;0,5673899999997047
2105,36193;2105,73562;...;0,3736899999998968
2111,16024;2112,26122;...;1,1009799999997085
2124,90084;2125,85922;...;0,9583800000000338
2126,85064;2127,6405;...;0,7898599999998623
2129,28779;2130,29102;...;1,0032300000002579
2130,72318;2133,52204;...;2,798859999999877
2134,01431;2136,76996;...;2,7556500000000597
2138,35279;2138,90443;...;0,551640000000134
2142,88857;2144,51405;...;1,6254800000001524
2149,93096;2152,10922;...;2,178259999999682
2152,45241;2153,08;...;0,6275900000000547
2153,88616;2154,35399;...;0,46783000000004904
2159,8014;2160,59618;...;0,7947800000001735
2162,06044;2162,66038;...;0,5999399999996058
2166,49314;2167,43266;...;0,9395199999999022
2180,14026;2180,50641;...;0,3661499999998341
2183,41204;2184,26373;...;0,8516899999999623
