start_sec;end_sec;mark;text;duration
133,52276;136,74;o que se apresenta diferente entre Belo Horizonte e São Paulo (principalmente)?;o que se apresenta diferente entre belo horizonte e são paulo principalmente;3,217240000000004
169,85847;170,52;eu já;eu já;0,6615299999999991
347,38;356,19247;e escuta se o senhor... quisesse no caso mostrar a cidade de São Paulo... para uma pessoa que:: não:: nunca veio aqui:: gostaria de conhecer onde o senhor levaria?;e escuta se o senhor quisesse no caso mostrar a cidade de são paulo para uma pessoa que não nunca veio aqui gostaria de conhecer onde o senhor levaria;8,812470000000019
423,32799;425,30688;ah dá para descrever (aqui) para a gente?;ah dá para descrever aqui para a gente;1,9788899999999785
481,12587;484,37872;e qual a diferença básica (que haveria) entre esses três museus?;e qual a diferença básica que haveria entre esses três museus;3,2528499999999667
566,84732;570,07384;no caso esses museus estariam situados ONde dentro da cidade?;no caso esses museus estariam situados onde dentro da cidade;3,2265200000000505
660,89331;663,08;o senhor disse que:: foi na época de frio né?;o senhor disse que foi na época de frio né;2,1866899999999987
807,28177;808,58052;que tipos de lugares?;que tipos de lugares;1,2987499999999272
809,7443;810,20143;é;é;0,4571300000000065
941,0798;952,20372;e nessas cidades assim os melhoramentos... públicos no caso que::... teria nas cidades seria um::... ah:: ah::... em que:: em que:: de que medidas se/ comparáveis ao caso (ao daqui) de São Paulo;e nessas cidades assim os melhoramentos públicos no caso que teria nas cidades seria um ah ah em que em que de que medidas se comparáveis ao caso ao daqui de são paulo;11,123919999999998
1102,8452;1110,0122;o senhor quando queria mandar (por exemplo::)... uma carta para seus amigos ou parentes que estavam aqui no Brasil como é que o senhor fazia?;o senhor quando queria mandar por exemplo uma carta para seus amigos ou parentes que estavam aqui no brasil como é que o senhor fazia;7,166999999999916
1421,59779;1424,75985;e dentro da cidade propriamente como é que seriam essas vias públicas?;e dentro da cidade propriamente como é que seriam essas vias públicas;3,162059999999883
1526,96917;1533,04571;e quanto à parte BEM central mesmo da cidade aquilo que mais caracteriza a cidade na parte BEM central?;e quanto à parte bem central mesmo da cidade aquilo que mais caracteriza a cidade na parte bem central;6,076540000000023
1694,2921;1704,95063;e na:: assim ah::... a:: a cidade não não sei como é que seria na Europa... existe a parte central e as outras partes assim de uma cidade o que que o senhor encontraria não sei o senhor chê/ chegou a ir::;e na assim ah a a cidade não não sei como é que seria na europa existe a parte central e as outras partes assim de uma cidade o que que o senhor encontraria não sei o senhor chê chegou a ir;10,658530000000155
1951,65283;1953,54086;e o comércio nos Estados Unidos como é que seria?;e o comércio nos estados unidos como é que seria;1,8880300000000716
2031,40721;2038,35834;e e esse comércio ele é mais... ah::... localizado no mesmo setor ou ele é espalhado... em toda a cidade?;e e esse comércio ele é mais ah localizado no mesmo setor ou ele é espalhado em toda a cidade;6,951129999999921
2085,21204;2090,11979;e no mesmo lugar onde se fazem os materiais é::... é o lugar onde eles vendem?;e no mesmo lugar onde se fazem os materiais é é o lugar onde eles vendem;4,907750000000306
2118,19956;2119,48;não sei se chegou ir a::;não sei se chegou ir a;1,2804399999999987
2182,73286;2187,05688;(o senhor falou) aí em igreja certo?... como que são as igrejas lá?;o senhor falou aí em igreja certo como que são as igrejas lá;4,324020000000019
133,52276;136,74;o que se apresenta diferente entre Belo Horizonte e São Paulo (principalmente)?;o que se apresenta diferente entre belo horizonte e são paulo principalmente;3,217240000000004
169,85847;170,52;eu já;eu já;0,6615299999999991
175,72785;175,90014;né?;né;0,17229000000000383
347,38;348,03865;e escuta se;e escuta se;0,6586500000000228
348,03865;348,80434;o senhor;o senhor;0,7656900000000064
348,96786;349,96748;quisesse no caso;quisesse no caso;0,9996200000000499
349,96748;351,31538;mostrar a cidade de São Paulo;mostrar a cidade de são paulo;1,3478999999999814
351,56502;354,33738;para uma pessoa que:: não:: nunca veio aqui::;para uma pessoa que não nunca veio aqui;2,772359999999992
354,33738;355,0849;gostaria de conhecer;gostaria de conhecer;0,7475200000000086
355,0849;356,19247;onde o senhor levaria?;onde o senhor levaria;1,1075700000000097
423,32799;425,30688;ah dá para descrever (aqui) para a gente?;ah dá para descrever aqui para a gente;1,9788899999999785
481,12587;484,37872;e qual a diferença básica (que haveria) entre esses três museus?;e qual a diferença básica que haveria entre esses três museus;3,2528499999999667
566,84732;570,07384;no caso esses museus estariam situados ONde dentro da cidade?;no caso esses museus estariam situados onde dentro da cidade;3,2265200000000505
660,89331;662,81509;o senhor disse que:: foi na época de frio;o senhor disse que foi na época de frio;1,9217800000000125
662,81509;663,08;né?;né;0,2649099999999862
663,90639;666,68763;era é::poca de temporada de:: de::;era época de temporada de de;2,7812400000000252
667,23687;668,27628;de tea::tro;de teatro;1,039410000000089
802,9692;803,92051;seus passeios;seus passeios;0,951310000000035
803,92051;806,30922;quais os lugares que o senhor costumava ir?;quais os lugares que o senhor costumava ir;2,3887099999999464
807,28177;808,58052;que tipos de lugares?;que tipos de lugares;1,2987499999999272
809,7443;810,20143;é;é;0,4571300000000065
941,0798;943,59976;e nessas cidades assim os melhoramentos;e nessas cidades assim os melhoramentos;2,519959999999969
944,00725;945,18004;públicos no caso que::;públicos no caso que;1,1727899999999636
945,68916;946,99978;teria nas cidades seria um::;teria nas cidades seria um;1,3106199999999717
947,59079;948,30349;ah:: ah::;ah ah;0,7127000000000407
