start_sec;end_sec;mark;duration
0,0;0,07721;...;0,07721
0,6275;0,75155;...;0,1240500000000001
8,90155;9,32044;...;0,4188899999999993
16,38539;16,98447;...;0,5990800000000007
21,73009;23,30089;...;1,5707999999999984
34,07217;34,42548;...;0,35331000000000046
38,26271;39,30777;...;1,0450599999999994
45,67166;46,01153;...;0,3398699999999977
48,00663;48,33877;...;0,33213999999999544
49,10347;49,56692;...;0,4634500000000017
70,36509;71,0568;...;0,6917100000000005
74,52922;74,89998;...;0,3707600000000042
88,60831;88,86744;...;0,259129999999999
92,31669;92,74152;...;0,42483000000000004
106,67634;107,76545;...;1,0891100000000051
110,67426;111,80972;...;1,1354599999999948
126,87254;127,7222;...;0,8496600000000001
132,94679;133,40001;...;0,45322000000001594
157,14098;158,44625;...;1,3052699999999788
175,92706;176,75569;...;0,8286299999999756
178,57536;178,73746;...;0,16210000000000946
194,27958;194,96629;...;0,6867099999999766
205,19622;205,99415;...;0,7979299999999796
213,62824;215,23732;...;1,6090800000000058
220,16786;221,31121;...;1,143349999999998
247,50686;247,66121;...;0,1543500000000222
250,68957;251,59363;...;0,904059999999987
269,4462;270,32894;...;0,8827400000000125
283,00666;283,25975;...;0,25308999999998605
290,97554;292,30016;...;1,3246199999999817
293,42171;293,60934;...;0,187629999999956
312,47971;313,80657;...;1,3268600000000106
331,24997;331,87257;...;0,6225999999999772
343,27792;343,67128;...;0,3933600000000297
355,29209;356,58772;...;1,295630000000017
373,40255;373,55041;...;0,14785999999998012
403,54222;404,96227;...;1,4200500000000034
418,78705;418,96581;...;0,1787599999999543
425,30297;426,42463;...;1,121659999999963
439,05517;440,47034;...;1,415170000000046
446,734;447,43969;...;0,7056900000000041
451,56844;452,77032;...;1,201880000000017
461,31111;461,44876;...;0,13765000000000782
478,57355;480,40783;...;1,8342799999999784
487,48878;487,7419;...;0,25311999999996715
490,46395;491,00864;...;0,5446900000000028
494,23222;495,96942;...;1,7372000000000298
514,75799;515,02333;...;0,26534000000003743
545,81729;547,53731;...;1,7200200000000905
560,9931;561,24;...;0,24689999999998236
580,79865;582,08217;...;1,2835200000000668
587,17762;588,00562;...;0,8279999999999745
592,26483;593,93866;...;1,6738300000000663
601,56689;601,99425;...;0,4273600000000215
604,57957;604,93347;...;0,35390000000006694
615,88444;616,08709;...;0,2026499999999487
623,53155;624,7869;...;1,2553499999999076
644,40613;644,63936;...;0,23323000000004868
647,79253;648,48292;...;0,6903899999999794
655,38388;656,08285;...;0,6989700000000312
664,38047;664,85438;...;0,47391000000004624
672,20181;673,60949;...;1,4076800000000276
674,12268;674,27467;...;0,1519900000000689
679,98874;680,31;...;0,3212599999999384
697,07407;697,35512;...;0,2810500000000502
716,84987;718,13786;...;1,2879900000000362
743,00377;743,44511;...;0,4413399999999683
751,45218;752,82092;...;1,3687400000000025
759,51756;759,74583;...;0,22826999999995223
788,51903;788,62853;...;0,10949999999991178
799,25221;799,91175;...;0,6595399999999927
805,15681;806,09214;...;0,9353300000000218
811,36015;812,06326;...;0,7031100000000379
826,94494;827,19407;...;0,2491300000000365
829,41154;829,94303;...;0,5314900000000762
844,21551;844,38714;...;0,17163000000005013
850,4043;850,89927;...;0,4949699999999666
864,71883;865,48042;...;0,7615899999999556
870,47965;870,69462;...;0,2149699999999939
872,02937;872,25636;...;0,2269900000000007
883,37835;884,93961;...;1,5612600000000612
915,12483;915,43362;...;0,30879000000004453
919,50291;920,81172;...;1,308809999999994
923,65679;924,50551;...;0,8487199999999575
935,33182;935,73951;...;0,40769000000000233
940,49052;940,85304;...;0,3625200000000177
956,26265;956,75323;...;0,49058000000002266
962,99644;963,17179;...;0,17534999999998035
974,05752;975,71216;...;1,6546400000000858
994,66153;995,50662;...;0,8450900000000274
1000,56149;1002,45102;...;1,8895299999999224
1011,88697;1012,67838;...;0,791409999999928
1024,16;1025,48943;...;1,329430000000002
1032,26161;1033,33785;...;1,0762399999998706
1037,67312;1039,65507;...;1,9819500000000971
1043,40108;1044,51073;...;1,1096499999998741
1053,20444;1053,93977;...;0,7353299999999763
1065,51031;1067,97506;...;2,4647500000000946
1075,35384;1075,68524;...;0,33140000000003056
1084,98459;1086,81071;...;1,8261199999999462
1100,54955;1100,96671;...;0,4171599999999671
1103,67426;1104,44606;...;0,7717999999999847
1106,95176;1108,1602;...;1,2084400000001096
1112,10247;1112,8581;...;0,7556299999998828
1117,71905;1117,98678;...;0,26773000000002867
1119,9396;1120,14873;...;0,20912999999995918
1123,55196;1124,20132;...;0,6493599999998878
1129,31268;1129,97666;...;0,6639800000000378
1136,52449;1136,83933;...;0,3148400000000038
1145,60467;1145,87881;...;0,2741399999999885
1159,55064;1159,79141;...;0,2407700000001114
1166,39858;1166,78754;...;0,3889599999999973
1176,92984;1177,19418;...;0,2643399999999474
1181,01744;1181,74013;...;0,7226899999998295
1193,1946;1194,16469;...;0,9700900000000274
1197,04548;1197,80112;...;0,7556400000000849
1204,82916;1206,6888;...;1,8596399999998994
1229,91824;1231,50937;...;1,591130000000021
1234,90027;1236,33916;...;1,4388899999999012
1239,025;1239,44738;...;0,42237999999997555
1250,25537;1250,50685;...;0,25147999999990134
1267,45664;1269,26883;...;1,8121899999998732
1276,28818;1278,13413;...;1,8459499999999025
1290,52639;1290,77032;...;0,24393000000009124
1298,15319;1298,6185;...;0,46531000000004497
1300,25111;1301,08179;...;0,8306800000000294
1313,91813;1314,48866;...;0,5705299999999625
1318,22736;1318,91129;...;0,6839299999999184
1324,64586;1325,89346;...;1,2475999999999203
1346,13232;1346,83035;...;0,698030000000017
1352,22883;1353,17817;...;0,9493399999998928
1367,04903;1367,64897;...;0,5999400000000605
1375,75387;1376,41406;...;0,6601900000000569
1380,86794;1381,33602;...;0,4680799999998726
1386,50639;1386,71894;...;0,2125499999999647
1391,044;1391,92742;...;0,8834199999998873
1400,11757;1400,31093;...;0,19336000000021158
1415,64049;1416,83376;...;1,193269999999984
1426,16147;1426,91963;...;0,758160000000089
1428,35262;1428,93277;...;0,5801500000000033
1430,29086;1431,52488;...;1,234019999999873
1444,6066;1444,92964;...;0,3230399999999918
1447,29113;1447,5944;...;0,303269999999884
1452,11803;1453,04377;...;0,9257399999999052
1457,64467;1459,37327;...;1,7286000000001422
1464,32727;1465,11839;...;0,7911200000000917
1476,24393;1476,41389;...;0,16995999999994638
1481,88944;1482,14714;...;0,2577000000001135
1486,51663;1487,85495;...;1,3383199999998396
1490,36689;1491,46984;...;1,1029499999999643
1493,84848;1494,51909;...;0,6706099999998969
1497,18556;1498,34007;...;1,154510000000073
1499,67976;1504,67379;...;4,994030000000066
1506,1209;1508,85062;...;2,729720000000043
1523,93765;1525,72778;...;1,7901299999998628
1530,56131;1530,72158;...;0,16026999999985492
1539,73443;1540,16997;...;0,4355399999999463
1554,51792;1556,50174;...;1,9838199999999233
1557,25118;1558,14823;...;0,8970500000000357
1579,7245;1580,52272;...;0,7982199999999011
