start_sec;end_sec;mark;text;duration
0,00365;7,51643;(...) ahn:: o tema que::... éh me foi DAdo... é da estética na década de TRINta;ah o tema que eh me foi dado é da estética na década de trinta;7,512779999999999
8,50116;22,26942;eu vou desde o o início... declarar... que eu vou fugir um pouco ao meu tema... e talvez no decorrer:: da paLEStra fique esclarecido... fique esclarecido a minha opção;eu vou desde o o início declarar que eu vou fugir um pouco ao meu tema e talvez no decorrer da palestra fique esclarecido fique esclarecido a minha opção;13,76826
23,94699;30,66248;éh:: em todo caso aviso já desde o início porque éh:: es/ escolhi essa:: orientação;eh em todo caso aviso já desde o início porque eh es escolhi essa orientação;6,715489999999999
31,28617;43,74298;a década de trinta é uma década muito rica de manifestações esTÉticas mas muitas das manifestações que poderiam me interessar aqui já foram eu creio tratados por outras tratadas por outras pessoas não irão ser tratadas;a década de trinta é uma década muito rica de manifestações estéticas mas muitas das manifestações que poderiam me interessar aqui já foram eu creio tratados por outras tratadas por outras pessoas não irão ser tratadas;12,456810000000004
44,02773;55,94465;porque a estética abran::ge:: enfim a:: arquitetura:: as artes plásticas em geral a arquitetura e pintura... e:: e pode eventualmente entrar pelo campo da literatura;porque a estética abrange enfim a arquitetura as artes plásticas em geral a arquitetura e pintura e e pode eventualmente entrar pelo campo da literatura;11,916920000000005
56,78183;86,12288;éh::... e... por outro lado porque neste momento ah:: está ah::... ah... trabalhando... um esteta que talvez seja o maior esteta que o Brasil já teve que é Mário de Andrade... e eu acredito que é mais importante para nós... pararmos um pouco na meditação do sistema de ARte que ele estabeleceu... do que em pequenas manifestações espoRÁ::dicas... que não terão... tanta importância posterior;eh e por outro lado porque neste momento ah está ah ah trabalhando um esteta que talvez seja o maior esteta que o brasil já teve que é mário de andrade e eu acredito que é mais importante para nós pararmos um pouco na meditação do sistema de arte que ele estabeleceu do que em pequenas manifestações esporádicas que não terão tanta importância posterior;29,341049999999996
86,71237;100,15068;de modo que eu vou tentar:: na primeira par::te da minha pales::tra me referir::... a algumas manifestações... e depois me fixar... nã:: na:: no pensamento estético de Mário;de modo que eu vou tentar na primeira parte da minha palestra me referir a algumas manifestações e depois me fixar nã na no pensamento estético de mário;13,438309999999987
102,3843;108,46053;mesmo aqui eu fiz uma pê/ uma:: ah uma:: ah o meu enfoque é muito pessoal;mesmo aqui eu fiz uma pê uma ah uma ah o meu enfoque é muito pessoal;6,07623000000001
108,63139;115,57698;porque éh:: tendo que escolher alguns pensadores eu preferi escolher aqueles que estão ligados à Faculdade de Filosofia;porque eh tendo que escolher alguns pensadores eu preferi escolher aqueles que estão ligados à faculdade de filosofia;6,94559000000001
116,14328;119,51385;e que tiveram uma atuação aQUI nos cursos::;e que tiveram uma atuação aqui nos cursos;3,3705700000000007
120,99406;127,27053;de modo que não estranhem... a:: a a a orientação pouco peculiar que eu vou dar a essa palestra;de modo que não estranhem a a a a orientação pouco peculiar que eu vou dar a essa palestra;6,276469999999989
128,93665;172,58936;na década no de/ no decênio de trinta... ah::... é republicado o livro de Vicente Licínio Car::doso A Filosofia da Ar::te... que havia se originado num curso de arte feito aos arquitetos::... e... ao qual apenas eu vou me referir::... porque se bem que ele tenha no panorama ah no panorama geral brasileiro muita imporTÂNcia... ah:: é um livro que não pá/ apari/ ah:: apresenta nenhuma originaliDAde... limitando-se a uma divulgação das ideias de Taine... onde a explicação dos fenômenos artísticos era sujeita... às três influências da raça do meio e do momento;na década no de no decênio de trinta ah é republicado o livro de vicente licínio cardoso a filosofia da arte que havia se originado num curso de arte feito aos arquitetos e ao qual apenas eu vou me referir porque se bem que ele tenha no panorama ah no panorama geral brasileiro muita importância ah é um livro que não pá apari ah apresenta nenhuma originalidade limitandose a uma divulgação das ideias de taine onde a explicação dos fenômenos artísticos era sujeita às três influências da raça do meio e do momento;43,65271000000001
173,7111;188,23395;mas... ah uma das poucas... ideias curiosas DE... Licínio Cardoso era ter DAdo à arquiteTUra uma preeminência... mostrando que ela é de certa maneira a... arte mestra;mas ah uma das poucas ideias curiosas de licínio cardoso era ter dado à arquitetura uma preeminência mostrando que ela é de certa maneira a arte mestra;14,522850000000005
188,57209;191,53032;à qual... as demais deveriam se sujeitar;à qual as demais deveriam se sujeitar;2,958229999999986
191,77426;200,06335;esta a ideia principal de Licínio de Vicente Licínio Cardoso... que vai se transformar... numa ideia:: bana::l para nós hoje em dia;esta a ideia principal de licínio de vicente licínio cardoso que vai se transformar numa ideia banal para nós hoje em dia;8,289090000000016
200,80836;204,2806;o livro teve pouca influência passou quase despercebido;o livro teve pouca influência passou quase despercebido;3,4722399999999993
205,37034;227,68;nesse decênio... nós temos a::... a atividade jornalística de alGUNS pensadores como é o caso de Sérgio Milliet e de Luís Martins... que atuam através de crônicas... e... HÁ no Rio de Janeiro um pouco atividade DE... Manuel Bandeira que é um excelente crítico de artes plásticas;nesse decênio nós temos a a atividade jornalística de alguns pensadores como é o caso de sérgio milliet e de luís martins que atuam através de crônicas e há no rio de janeiro um pouco atividade de manuel bandeira que é um excelente crítico de artes plásticas;22,309660000000008
