start_sec;end_sec;mark;text;duration
0,23907;19,87829;professor Raul... nós gostaríamos primeiramente... que o senhor nos dissesse assim tudo o que o senhor souber... a respeito de::... dinheiro banco finanças... e::... qual o sistema que o senhor conhece de banco sistema interno o que o senhor tiver de:: de conhecimento dentro dessa área para contar para gente... nós gostaríamos que o senhor dissesse por favor;professor raul nós gostaríamos primeiramente que o senhor nos dissesse assim tudo o que o senhor souber a respeito de dinheiro banco finanças e qual o sistema que o senhor conhece de banco sistema interno o que o senhor tiver de de conhecimento dentro dessa área para contar para gente nós gostaríamos que o senhor dissesse por favor;19,639219999999998
50,35711;50,57092;hum;uh;0,21381000000000228
69,64085;69,84725;hum;uh;0,20640000000000214
96,17593;96,49096;uhn uhn;uh uh;0,31503000000000725
122,06128;122,60546;uhn uhn;uh uh;0,5441799999999972
222,57247;231,79258;professor... quando um empregado... é demitido assim... de u::ma fábrica... ou de uma indústria... qual é a situação em que ele se encontra o senhor sabe?;professor quando um empregado é demitido assim de uma fábrica ou de uma indústria qual é a situação em que ele se encontra o senhor sabe;9,220109999999977
346,60621;346,91783;uhn uhn;uh uh;0,3116200000000049
423,60086;423,80734;(certo);certo;0,2064799999999991
424,65908;430,71719;quando um empregado professor ele sai por contra... por conta própria... quais os direitos que competem a ele?;quando um empregado professor ele sai por contra por conta própria quais os direitos que competem a ele;6,058109999999999
492,14;492,47584;uhn uhn;uh uh;0,3358400000000188
550,17913;550,57485;uhn hum;uh uh;0,395719999999983
558,33463;561,13943;como é que era feito o acordo antes do Fundo de Garantia?;como é que era feito o acordo antes do fundo de garantia;2,8048
561,13943;562,67148;quando não havia Fundo de Garantia?;quando não havia fundo de garantia;1,5320500000000266
795,00265;795,22186;uhum;aham;0,21920999999997548
796,13586;802,56531;professor quando normalmente... se empresta dinheiro de alguém... quais as condições de pagamento que as pessoas propõem?;professor quando normalmente se empresta dinheiro de alguém quais as condições de pagamento que as pessoas propõem;6,429449999999974
877,176;877,56765;uhn hum;uh uh;0,39164999999991323
922,94198;923,26759;uhn hum;uh uh;0,325610000000097
938,22889;938,53099;uhn hum;uh uh;0,3020999999999958
990,74922;991,08;uhum;aham;0,3307800000000043
991,833;995,46446;como é o senhor sabe como é denominada a pessoa que empresta dinheiro?;como é o senhor sabe como é denominada a pessoa que empresta dinheiro;3,631460000000061
996,86243;1000,30851;o senhor sabe como é que é denominada... a:: pessoa que emPRESta dinheiro?;o senhor sabe como é que é denominada a pessoa que empresta dinheiro;3,446079999999938
1034,20621;1037,83199; e depois que um advogado termina os seus serviços o que é que ele exige?;e depois que um advogado termina os seus serviços o que é que ele exige;3,6257799999998497
1044,46648;1044,72604;isso;isso;0,25955999999996493
1137,7;1137,86629;uhum;aham;0,16628999999988991
1141,3419;1147,03553;professor Raul... quando uma fábrica não tem mais condições... de sobreviver... qual é a situação dessa fábrica?;professor raul quando uma fábrica não tem mais condições de sobreviver qual é a situação dessa fábrica;5,693630000000212
1258,19585;1260,24418;e sem ser em relação aos trabalhadores?;e sem ser em relação aos trabalhadores;2,0483299999998508
1261,28182;1263,29923;e sem ser em relação ao trabalhador?;e sem ser em relação ao trabalhador;2,0174100000001545
1307,83588;1308,48298;uhum;aham;0,6470999999999094
1345,30983;1345,62108;uhum;aham;0,3112499999999727
1352,43459;1366,39361;o senhor falou em dívida... por exemplo quando o senhor vai pagar uma dívida... ou o senhor compra alguma coisa e::... e paga à vista... qual é a vantagem que o senhor pode receber... deste pagamento à vista?;o senhor falou em dívida por exemplo quando o senhor vai pagar uma dívida ou o senhor compra alguma coisa e e paga à vista qual é a vantagem que o senhor pode receber deste pagamento à vista;13,95902000000001
1373,33126;1373,70831;uhn uhn;uh uh;0,37705000000005384
1494,23262;1497,85713;professor o que que é necessário para o senhor guardar o dinheiro no banco?;professor o que que é necessário para o senhor guardar o dinheiro no banco;3,6245100000001003
1498,76305;1502,22159;o que que o senhor precisa fazer para o senhor conseguir guardar o dinheiro no banco?;o que que o senhor precisa fazer para o senhor conseguir guardar o dinheiro no banco;3,4585400000000845
1511,60552;1514,1316;((risos))... um pouco de dinheiro então;um pouco de dinheiro então;2,5260799999998653
1518,92672;1519,19228;certo;certo;0,2655600000000504
1654,64217;1663,97828;professor por falar em abrir conta o senhor falou em abrir conta... eu gostaria que o senhor dissesse para gente quais as vantagens... que tem uma pessoa... em abrir conta num banco?;professor por falar em abrir conta o senhor falou em abrir conta eu gostaria que o senhor dissesse para gente quais as vantagens que tem uma pessoa em abrir conta num banco;9,336109999999962
1881,92025;1882,30976;uhum;aham;0,3895100000002003
1886,80469;1889,74921;professor como é que o senhor controla a sua conta no banco?;professor como é que o senhor controla a sua conta no banco;2,9445200000000114
1997,60908;1997,91415;uhn hum;uh uh;0,3050700000001143
2011,37857;2015,88073;professor o senhor está falando em che::que eu queria que o senhor dissesse quais os tipos de cheque que o senhor conhece?;professor o senhor está falando em cheque eu queria que o senhor dissesse quais os tipos de cheque que o senhor conhece;4,5021600000000035
2074,69715;2075,06994;uhn uhn;uh uh;0,37278999999989537
2086,81025;2087,2188;uhn uhn;uh uh;0,4085500000001048
2113,04251;2113,41309;uhum;aham;0,37057999999979074
2154,75471;2155,15474;uhum;aham;0,40002999999978783
2234,69438;2235,02581;uhum;aham;0,3314300000001822
