start_sec;end_sec;mark;text;duration
0,07363;8,31933;olha gente eu queria que vocês comenta::ssem como é que era os vê/ o vestuá::rio::... da época de vocês de mocinho;olha gente eu queria que vocês comentassem como é que era os vê o vestuário da época de vocês de mocinho;8,245700000000001
8,43237;12,24106;das diversas classes sociais... certo?;das diversas classes sociais certo;3,8086899999999986
134,77824;135,19699;uhum;aham;0,41874999999998863
140,95178;141,39379;uhum;aham;0,44200999999998203
164,74163;165,031;uhum;aham;0,28937000000001944
226,11021;226,43262;certo;certo;0,32240999999999076
232,72852;233,61281;uhum;aham;0,8842899999999929
244,44703;244,77824;uhum;aham;0,33120999999999867
268,88582;269,39587;uhum;aham;0,5100499999999784
271,95352;272,49881;uhum;aham;0,5452899999999659
340,01584;340,45365;uhum;aham;0,4378099999999563
364,06498;364,42958;uhum;aham;0,3645999999999958
394,97064;397,26982;a senhora lembra como era o unifor::me da senhora?;a senhora lembra como era o uniforme da senhora;2,2991799999999785
406,78608;406,99959;hum;uh;0,2135099999999852
440,62127;440,92019;uhum;aham;0,2989200000000096
495,79925;496,30884;é::;é;0,5095900000000029
510,56486;510,89509;hum;uh;0,3302299999999718
525,69818;527,09313;era só no trajar?;era só no trajar;1,3949499999999944
602,35355;602,87592;hum;uh;0,5223699999999099
657,76643;658,29126;uhum;aham;0,5248299999999517
680,28073;680,5663;uhum;aham;0,285570000000007
768,36593;777,26401;e a dona Aída a senhora lembra assim de alguma toalete... muito bonita que a senhora tenha gosta::do que tenha ficado... na memória?;e a dona aída a senhora lembra assim de alguma toalete muito bonita que a senhora tenha gostado que tenha ficado na memória;8,898079999999936
779,16931;779,62157;uhum;aham;0,45226000000002387
793,99572;794,64563;uhum;aham;0,6499099999999771
802,18817;802,44947;hum;uh;0,26130000000000564
828,92206;829,45473;uhum;aham;0,5326700000000528
884,14611;884,61804;uhum;aham;0,47192999999992935
904,80091;905,70543;tinha muitas?;tinha muitas;0,904519999999934
1044,5001;1045,08301;uhum;aham;0,5829100000000835
1205,25024;1205,72141;uhum;aham;0,4711700000000292
1244,58638;1245,12646;uhum;aham;0,540079999999989
1247,65161;1256,35923;vocês acham que os:: tecidos --voltando a::o... ao assunto--... éh::... os tecidos se adaptavam eram adequados ao nosso clima?;vocês acham que os tecidos voltando ao ao assunto eh os tecidos se adaptavam eram adequados ao nosso clima;8,707620000000134
1277,19628;1277,64128;uhum;aham;0,4450000000001637
1298,32677;1298,75524;uhum;aham;0,4284700000000612
1354,19081;1354,87515;que absurdo não?;que absurdo não;0,6843400000000202
1361,06328;1361,63373;uhum;aham;0,5704499999999371
1455,64621;1455,92296;hum;uh;0,2767499999999927
1511,93103;1512,44499;uhum;aham;0,5139599999999973
1557,13647;1558,42599;hum;uh;1,2895200000000386
1561,77206;1562,26948;(certo);certo;0,49741999999992004
1566,54372;1566,84983;uhum;aham;0,30611000000021704
1587,35255;1588,04725;é?;é;0,6947000000000116
1593,27497;1594,69151;como é que (que) o senhor vendia?;como é que que o senhor vendia;1,4165400000001682
