path;start_sec;end_sec;mark;sentence;duration;prediction;phones;timestamps;wer;mer;wil;cer
./audios/SP_EF_156_0.00365_7.51643.wav;0,00365;7,51643;(...) ahn:: o tema que::... éh me foi DAdo... é da estética na década de TRINta;ah o tema que eh me foi dado é da estética na década de trinta;7,512779999999999;ah o tema que me foi dado era a estética na década de;;[{'text': 'ah', 'timestamp': (0.14, 0.24)}, {'text': 'o', 'timestamp': (0.86, 0.88)}, {'text': 'tema', 'timestamp': (1.04, 1.28)}, {'text': 'que', 'timestamp': (1.52, 1.6)}, {'text': 'me', 'timestamp': (2.46, 2.52)}, {'text': 'foi', 'timestamp': (2.72, 2.98)}, {'text': 'dado', 'timestamp': (3.22, 3.64)}, {'text': 'era', 'timestamp': (4.04, 4.24)}, {'text': 'a', 'timestamp': (4.28, 4.34)}, {'text': 'estética', 'timestamp': (4.4, 5.36)}, {'text': 'na', 'timestamp': (5.74, 5.8)}, {'text': 'década', 'timestamp': (5.98, 6.42)}, {'text': 'de', 'timestamp': (6.54, 6.58)}];0,26666666666666666;0,26666666666666666;0,3794871794871796;0,22580645161290322
./audios/SP_EF_156_8.50116_22.26942.wav;8,50116;22,26942;eu vou desde o o início... declarar... que eu vou fugir um pouco ao meu tema... e talvez no decorrer:: da paLEStra fique esclarecido... fique esclarecido a minha opção;eu vou desde o o início declarar que eu vou fugir um pouco ao meu tema e talvez no decorrer da palestra fique esclarecido fique esclarecido a minha opção;13,76826;eu vou desde o início declarar que eu vou fugir um pouco ao meu tema e talvez no decorrer da palestra fique esclarecido fique esclarecido a minha opção;;[{'text': 'eu', 'timestamp': (0.12, 0.18)}, {'text': 'vou', 'timestamp': (0.28, 0.42)}, {'text': 'desde', 'timestamp': (0.58, 0.9)}, {'text': 'o', 'timestamp': (1.14, 1.16)}, {'text': 'início', 'timestamp': (1.24, 1.74)}, {'text': 'declarar', 'timestamp': (2.64, 3.28)}, {'text': 'que', 'timestamp': (3.62, 3.7)}, {'text': 'eu', 'timestamp': (3.74, 3.8)}, {'text': 'vou', 'timestamp': (3.92, 4.06)}, {'text': 'fugir', 'timestamp': (4.18, 4.6)}, {'text': 'um', 'timestamp': (4.68, 4.74)}, {'text': 'pouco', 'timestamp': (4.96, 5.28)}, {'text': 'ao', 'timestamp': (5.38, 5.44)}, {'text': 'meu', 'timestamp': (5.52, 5.62)}, {'text': 'tema', 'timestamp': (5.84, 6.16)}, {'text': 'e', 'timestamp': (7.0, 7.02)}, {'text': 'talvez', 'timestamp': (7.32, 7.82)}, {'text': 'no', 'timestamp': (7.94, 8.02)}, {'text': 'decorrer', 'timestamp': (8.1, 8.66)}, {'text': 'da', 'timestamp': (8.86, 8.92)}, {'text': 'palestra', 'timestamp': (9.04, 9.7)}, {'text': 'fique', 'timestamp': (9.9, 10.06)}, {'text': 'esclarecido', 'timestamp': (10.14, 11.14)}, {'text': 'fique', 'timestamp': (11.92, 12.12)}, {'text': 'esclarecido', 'timestamp': (12.38, 12.94)}, {'text': 'a', 'timestamp': (13.04, 13.06)}, {'text': 'minha', 'timestamp': (13.12, 13.28)}, {'text': 'opção', 'timestamp': (13.34, 13.7)}];0,034482758620689655;0,034482758620689655;0,03448275862068961;0,013071895424836602
./audios/SP_EF_156_23.94699_30.66248.wav;23,94699;30,66248;éh:: em todo caso aviso já desde o início porque éh:: es/ escolhi essa:: orientação;eh em todo caso aviso já desde o início porque eh es escolhi essa orientação;6,715489999999999;em todo caso aviso já desde o início porque escolhi essa orientação;;[{'text': 'em', 'timestamp': (0.42, 0.46)}, {'text': 'todo', 'timestamp': (0.5, 0.62)}, {'text': 'caso', 'timestamp': (0.74, 0.96)}, {'text': 'aviso', 'timestamp': (1.1, 1.36)}, {'text': 'já', 'timestamp': (1.48, 1.54)}, {'text': 'desde', 'timestamp': (1.78, 2.14)}, {'text': 'o', 'timestamp': (2.36, 2.38)}, {'text': 'início', 'timestamp': (2.48, 2.86)}, {'text': 'porque', 'timestamp': (3.02, 3.32)}, {'text': 'escolhi', 'timestamp': (4.68, 4.98)}, {'text': 'essa', 'timestamp': (5.26, 5.66)}, {'text': 'orientação', 'timestamp': (6.0, 6.64)}];0,2;0,2;0,19999999999999996;0,11842105263157894
./audios/SP_EF_156_31.28617_43.74298.wav;31,28617;43,74298;a década de trinta é uma década muito rica de manifestações esTÉticas mas muitas das manifestações que poderiam me interessar aqui já foram eu creio tratados por outras tratadas por outras pessoas não irão ser tratadas;a década de trinta é uma década muito rica de manifestações estéticas mas muitas das manifestações que poderiam me interessar aqui já foram eu creio tratados por outras tratadas por outras pessoas não irão ser tratadas;12,456810000000004;a década de é uma década muito rica de manifestações estéticas mas muitas das manifestações que poderiam me interessar aqui já foram eu creio tratados por tratadas por outras pessoas ou irão ser tratado;;[{'text': 'a', 'timestamp': (0.06, 0.08)}, {'text': 'década', 'timestamp': (0.16, 0.52)}, {'text': 'de', 'timestamp': (0.62, 0.68)}, {'text': 'é', 'timestamp': (1.44, 1.46)}, {'text': 'uma', 'timestamp': (1.58, 1.7)}, {'text': 'década', 'timestamp': (1.86, 2.22)}, {'text': 'muito', 'timestamp': (2.36, 2.54)}, {'text': 'rica', 'timestamp': (2.7, 2.88)}, {'text': 'de', 'timestamp': (2.96, 3.0)}, {'text': 'manifestações', 'timestamp': (3.08, 3.76)}, {'text': 'estéticas', 'timestamp': (3.86, 4.54)}, {'text': 'mas', 'timestamp': (4.62, 4.74)}, {'text': 'muitas', 'timestamp': (4.86, 5.1)}, {'text': 'das', 'timestamp': (5.16, 5.26)}, {'text': 'manifestações', 'timestamp': (5.34, 6.04)}, {'text': 'que', 'timestamp': (6.1, 6.16)}, {'text': 'poderiam', 'timestamp': (6.22, 6.52)}, {'text': 'me', 'timestamp': (6.56, 6.6)}, {'text': 'interessar', 'timestamp': (6.66, 7.16)}, {'text': 'aqui', 'timestamp': (7.28, 7.46)}, {'text': 'já', 'timestamp': (7.6, 7.66)}, {'text': 'foram', 'timestamp': (7.82, 8.08)}, {'text': 'eu', 'timestamp': (8.18, 8.22)}, {'text': 'creio', 'timestamp': (8.38, 8.62)}, {'text': 'tratados', 'timestamp': (8.74, 9.14)}, {'text': 'por', 'timestamp': (9.24, 9.32)}, {'text': 'tratadas', 'timestamp': (9.44, 10.16)}, {'text': 'por', 'timestamp': (10.26, 10.34)}, {'text': 'outras', 'timestamp': (10.4, 10.6)}, {'text': 'pessoas', 'timestamp': (10.66, 10.96)}, {'text': 'ou', 'timestamp': (11.02, 11.08)}, {'text': 'irão', 'timestamp': (11.14, 11.3)}, {'text': 'ser', 'timestamp': (11.42, 11.54)}, {'text': 'tratado', 'timestamp': (11.66, 12.08)}];0,1111111111111111;0,1111111111111111;0,1633986928104576;0,0871559633027523
./audios/SP_EF_156_44.02773_55.94465.wav;44,02773;55,94465;porque a estética abran::ge:: enfim a:: arquitetura:: as artes plásticas em geral a arquitetura e pintura... e:: e pode eventualmente entrar pelo campo da literatura;porque a estética abrange enfim a arquitetura as artes plásticas em geral a arquitetura e pintura e e pode eventualmente entrar pelo campo da literatura;11,916920000000005;porque a estética abrange limpinha arquitetura as artes plásticas em geral arquitetura e pintura e pode eventualmente entrar pelo campo da literatura;;[{'text': 'porque', 'timestamp': (0.02, 0.2)}, {'text': 'a', 'timestamp': (0.22, 0.24)}, {'text': 'estética', 'timestamp': (0.28, 0.68)}, {'text': 'abrange', 'timestamp': (0.72, 1.28)}, {'text': 'limpinha', 'timestamp': (2.0, 2.86)}, {'text': 'arquitetura', 'timestamp': (2.92, 3.74)}, {'text': 'as', 'timestamp': (4.04, 4.1)}, {'text': 'artes', 'timestamp': (4.2, 4.5)}, {'text': 'plásticas', 'timestamp': (4.62, 5.28)}, {'text': 'em', 'timestamp': (5.4, 5.46)}, {'text': 'geral', 'timestamp': (5.52, 5.78)}, {'text': 'arquitetura', 'timestamp': (6.12, 6.62)}, {'text': 'e', 'timestamp': (6.64, 6.66)}, {'text': 'pintura', 'timestamp': (6.74, 7.2)}, {'text': 'e', 'timestamp': (8.16, 8.18)}, {'text': 'pode', 'timestamp': (9.16, 9.48)}, {'text': 'eventualmente', 'timestamp': (9.58, 10.18)}, {'text': 'entrar', 'timestamp': (10.3, 10.5)}, {'text': 'pelo', 'timestamp': (10.58, 10.72)}, {'text': 'campo', 'timestamp': (10.8, 10.96)}, {'text': 'da', 'timestamp': (11.04, 11.1)}, {'text': 'literatura', 'timestamp': (11.16, 11.84)}];0,16;0,16;0,19818181818181813;0,06578947368421052
./audios/SP_EF_156_56.78183_86.12288.wav;56,78183;86,12288;éh::... e... por outro lado porque neste momento ah:: está ah::... ah... trabalhando... um esteta que talvez seja o maior esteta que o Brasil já teve que é Mário de Andrade... e eu acredito que é mais importante para nós... pararmos um pouco na meditação do sistema de ARte que ele estabeleceu... do que em pequenas manifestações espoRÁ::dicas... que não terão... tanta importância posterior;eh e por outro lado porque neste momento ah está ah ah trabalhando um esteta que talvez seja o maior esteta que o brasil já teve que é mário de andrade e eu acredito que é mais importante para nós pararmos um pouco na meditação do sistema de arte que ele estabeleceu do que em pequenas manifestações esporádicas que não terão tanta importância posterior;29,341049999999996;ah e por outro lado porque neste momento a está trabalhando um esteta que talvez seja o maior esteta que o brasil já teve que é mário de andrade e eu acredito que é mais importante para nós pararmos um pouco na meditação do sistema de arte que ele estabeleceu do que em pequenas manifestações hisporádicas que não terão mportância posterior;;[{'text': 'ah', 'timestamp': (0.08, 0.18)}, {'text': 'e', 'timestamp': (2.64, 2.66)}, {'text': 'por', 'timestamp': (3.44, 3.52)}, {'text': 'outro', 'timestamp': (3.58, 3.8)}, {'text': 'lado', 'timestamp': (3.88, 4.04)}, {'text': 'porque', 'timestamp': (4.18, 4.38)}, {'text': 'neste', 'timestamp': (4.54, 4.76)}, {'text': 'momento', 'timestamp': (4.86, 5.34)}, {'text': 'a', 'timestamp': (5.64, 5.66)}, {'text': 'está', 'timestamp': (5.94, 6.24)}, {'text': 'trabalhando', 'timestamp': (9.24, 9.86)}, {'text': 'um', 'timestamp': (10.32, 10.4)}, {'text': 'esteta', 'timestamp': (10.5, 10.96)}, {'text': 'que', 'timestamp': (11.08, 11.16)}, {'text': 'talvez', 'timestamp': (11.22, 11.42)}, {'text': 'seja', 'timestamp': (11.48, 11.64)}, {'text': 'o', 'timestamp': (11.66, 11.68)}, {'text': 'maior', 'timestamp': (11.76, 11.98)}, {'text': 'esteta', 'timestamp': (12.06, 12.5)}, {'text': 'que', 'timestamp': (12.68, 12.74)}, {'text': 'o', 'timestamp': (12.84, 12.86)}, {'text': 'brasil', 'timestamp': (12.9, 13.18)}, {'text': 'já', 'timestamp': (13.26, 13.32)}, {'text': 'teve', 'timestamp': (13.44, 13.62)}, {'text': 'que', 'timestamp': (13.66, 13.74)}, {'text': 'é', 'timestamp': (13.78, 13.8)}, {'text': 'mário', 'timestamp': (13.86, 14.06)}, {'text': 'de', 'timestamp': (14.1, 14.14)}, {'text': 'andrade', 'timestamp': (14.2, 14.58)}, {'text': 'e', 'timestamp': (15.16, 15.18)}, {'text': 'eu', 'timestamp': (15.26, 15.32)}, {'text': 'acredito', 'timestamp': (15.44, 16.0)}, {'text': 'que', 'timestamp': (16.14, 16.22)}, {'text': 'é', 'timestamp': (16.42, 16.44)}, {'text': 'mais', 'timestamp': (16.62, 16.82)}, {'text': 'importante', 'timestamp': (16.9, 17.3)}, {'text': 'para', 'timestamp': (17.38, 17.5)}, {'text': 'nós', 'timestamp': (17.62, 17.86)}, {'text': 'pararmos', 'timestamp': (18.06, 18.6)}, {'text': 'um', 'timestamp': (18.68, 18.72)}, {'text': 'pouco', 'timestamp': (18.82, 19.02)}, {'text': 'na', 'timestamp': (19.1, 19.14)}, {'text': 'meditação', 'timestamp': (19.22, 19.88)}, {'text': 'do', 'timestamp': (20.02, 20.08)}, {'text': 'sistema', 'timestamp': (20.18, 20.58)}, {'text': 'de', 'timestamp': (20.92, 20.98)}, {'text': 'arte', 'timestamp': (21.1, 21.46)}, {'text': 'que', 'timestamp': (21.62, 21.68)}, {'text': 'ele', 'timestamp': (21.72, 21.82)}, {'text': 'estabeleceu', 'timestamp': (21.84, 22.5)}, {'text': 'do', 'timestamp': (23.06, 23.1)}, {'text': 'que', 'timestamp': (23.18, 23.26)}, {'text': 'em', 'timestamp': (23.44, 23.52)}, {'text': 'pequenas', 'timestamp': (23.6, 24.0)}, {'text': 'manifestações', 'timestamp': (24.08, 24.98)}, {'text': 'hisporádicas', 'timestamp': (25.04, 26.04)}, {'text': 'que', 'timestamp': (26.5, 26.6)}, {'text': 'não', 'timestamp': (26.68, 26.78)}, {'text': 'terão', 'timestamp': (26.86, 27.2)}, {'text': 'mportância', 'timestamp': (27.34, 28.0)}, {'text': 'posterior', 'timestamp': (28.18, 28.62)}];0,109375;0,109375;0,16777663934426224;0,04815864022662889
./audios/SP_EF_156_86.71237_100.15068.wav;86,71237;100,15068;de modo que eu vou tentar:: na primeira par::te da minha pales::tra me referir::... a algumas manifestações... e depois me fixar... nã:: na:: no pensamento estético de Mário;de modo que eu vou tentar na primeira parte da minha palestra me referir a algumas manifestações e depois me fixar nã na no pensamento estético de mário;13,438309999999987;de modo que eu vou tentar na primeira parte da minha palestra me referir a algumas manifestações e depois me fixar no pensamento estético de mais;;[{'text': 'de', 'timestamp': (0.04, 0.08)}, {'text': 'modo', 'timestamp': (0.16, 0.36)}, {'text': 'que', 'timestamp': (0.46, 0.52)}, {'text': 'eu', 'timestamp': (0.54, 0.6)}, {'text': 'vou', 'timestamp': (0.66, 0.74)}, {'text': 'tentar', 'timestamp': (0.8, 1.34)}, {'text': 'na', 'timestamp': (1.44, 1.5)}, {'text': 'primeira', 'timestamp': (1.54, 1.82)}, {'text': 'parte', 'timestamp': (2.04, 2.48)}, {'text': 'da', 'timestamp': (2.78, 2.84)}, {'text': 'minha', 'timestamp': (2.92, 3.06)}, {'text': 'palestra', 'timestamp': (3.16, 3.78)}, {'text': 'me', 'timestamp': (3.96, 4.0)}, {'text': 'referir', 'timestamp': (4.06, 4.58)}, {'text': 'a', 'timestamp': (5.24, 5.26)}, {'text': 'algumas', 'timestamp': (5.7, 6.36)}, {'text': 'manifestações', 'timestamp': (6.46, 7.6)}, {'text': 'e', 'timestamp': (8.14, 8.16)}, {'text': 'depois', 'timestamp': (8.28, 8.88)}, {'text': 'me', 'timestamp': (8.98, 9.02)}, {'text': 'fixar', 'timestamp': (9.12, 9.76)}, {'text': 'no', 'timestamp': (11.74, 11.78)}, {'text': 'pensamento', 'timestamp': (11.88, 12.32)}, {'text': 'estético', 'timestamp': (12.4, 12.92)}, {'text': 'de', 'timestamp': (13.04, 13.08)}, {'text': 'mais', 'timestamp': (13.18, 13.4)}];0,10714285714285714;0,10714285714285714;0,14148351648351642;0,05921052631578947
./audios/SP_EF_156_102.3843_108.46053.wav;102,3843;108,46053;mesmo aqui eu fiz uma pê/ uma:: ah uma:: ah o meu enfoque é muito pessoal;mesmo aqui eu fiz uma pê uma ah uma ah o meu enfoque é muito pessoal;6,07623000000001;mesmo aqui eu fiz o meu enfoque é muito pessoal;;[{'text': 'mesmo', 'timestamp': (0.1, 0.4)}, {'text': 'aqui', 'timestamp': (0.5, 0.72)}, {'text': 'eu', 'timestamp': (1.06, 1.1)}, {'text': 'fiz', 'timestamp': (1.22, 1.42)}, {'text': 'o', 'timestamp': (4.4, 4.44)}, {'text': 'meu', 'timestamp': (4.48, 4.56)}, {'text': 'enfoque', 'timestamp': (4.64, 4.98)}, {'text': 'é', 'timestamp': (5.06, 5.08)}, {'text': 'muito', 'timestamp': (5.18, 5.36)}, {'text': 'pessoal', 'timestamp': (5.54, 5.96)}];0,375;0,375;0,375;0,3088235294117647
./audios/SP_EF_156_108.63139_115.57698.wav;108,63139;115,57698;porque éh:: tendo que escolher alguns pensadores eu preferi escolher aqueles que estão ligados à Faculdade de Filosofia;porque eh tendo que escolher alguns pensadores eu preferi escolher aqueles que estão ligados à faculdade de filosofia;6,94559000000001;porque tendo que escolher alguns pensadores eu preferi escolher aqueles que estão ligados à faculdade de filosofia;;[{'text': 'porque', 'timestamp': (0.04, 0.26)}, {'text': 'tendo', 'timestamp': (1.12, 1.28)}, {'text': 'que', 'timestamp': (1.34, 1.4)}, {'text': 'escolher', 'timestamp': (1.44, 1.76)}, {'text': 'alguns', 'timestamp': (1.84, 2.14)}, {'text': 'pensadores', 'timestamp': (2.2, 2.94)}, {'text': 'eu', 'timestamp': (3.1, 3.14)}, {'text': 'preferi', 'timestamp': (3.28, 3.72)}, {'text': 'escolher', 'timestamp': (4.04, 4.58)}, {'text': 'aqueles', 'timestamp': (4.66, 4.92)}, {'text': 'que', 'timestamp': (4.96, 5.04)}, {'text': 'estão', 'timestamp': (5.06, 5.18)}, {'text': 'ligados', 'timestamp': (5.24, 5.54)}, {'text': 'à', 'timestamp': (5.6, 5.62)}, {'text': 'faculdade', 'timestamp': (5.68, 6.02)}, {'text': 'de', 'timestamp': (6.06, 6.1)}, {'text': 'filosofia', 'timestamp': (6.16, 6.84)}];0,05555555555555555;0,05555555555555555;0,05555555555555558;0,02564102564102564
./audios/SP_EF_156_116.14328_119.51385.wav;116,14328;119,51385;e que tiveram uma atuação aQUI nos cursos::;e que tiveram uma atuação aqui nos cursos;3,3705700000000007;e que tiveram uma atuação aqui nos cursos;;[{'text': 'e', 'timestamp': (0.02, 0.04)}, {'text': 'que', 'timestamp': (0.1, 0.18)}, {'text': 'tiveram', 'timestamp': (0.26, 0.72)}, {'text': 'uma', 'timestamp': (0.86, 0.96)}, {'text': 'atuação', 'timestamp': (1.02, 1.52)}, {'text': 'aqui', 'timestamp': (1.62, 1.86)}, {'text': 'nos', 'timestamp': (2.14, 2.3)}, {'text': 'cursos', 'timestamp': (2.5, 3.12)}];0,0;0,0;0,0;0,0
